% Model,case5_base_model.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 7 2023, 14:32"
% Table,Table - T_out - 
% Time (h),"T_out (K), Probe_T_out - HE - 15m","T_out (K), Probe_T_out - HE - 30m","T_out (K), Probe_T_out - HE - 45m"
389,284.07733030035797,284.0488234290932,284.05246699966585
390,284.0509544756617,284.02248693458563,284.02611834964006
391,284.0210695868977,283.99265282288627,283.9962683437885
392,283.98625836239574,283.9579021549054,283.9614949120801
393,283.95747936459423,283.92918144761956,283.93275572189174
394,283.92840070990854,283.9001605743361,283.90370816623164
395,283.9001816669439,283.87199562610175,283.8755159837999
396,283.8764403321813,283.84830126855474,283.85180223396236
397,283.84856806843777,283.8204766862858,283.8239524197935
398,283.82945600327025,283.8014032131757,283.8048624247748
399,283.81753637470905,283.78951100879596,283.7929581435759
400,283.82828243407926,283.8002565321898,283.80370614645756
401,283.8435642645939,283.815522687675,283.8189734852237
402,283.8523298689915,283.8242688060565,283.8277128323958
403,283.856528605704,283.8284494973571,283.83190341878804
404,283.8555537783155,283.8274666493415,283.83092814670806
405,283.85323273035885,283.82514459549304,283.82861100838835
406,283.8545430239611,283.82645358544085,283.8299254558703
407,283.8823475858335,283.85423018418857,283.85772358801194
408,283.9270127702127,283.89883904685126,283.90235875077724
409,283.9714380139672,283.9431949759404,283.94673839140944
410,284.009555802806,283.9812433124264,283.98481270483086
411,284.0304011287183,284.00203748553497,284.0056286381606
412,284.03839855533073,284.01000630840565,284.0136162052487
413,284.0449617569959,284.01655427042107,284.02018269385803
414,284.0424526581642,284.01404625551214,284.017681623166
415,284.02671608106795,283.99833083961744,284.00196071556206
416,284.0137351940101,283.98537668851,283.9890034042733
417,283.9974003701145,283.96907465111616,283.97269215491747
418,283.97405715527134,283.9457732246137,283.9493736957958
419,283.9564835991889,283.9282394803432,283.9318289460879
420,283.9321759163906,283.90397611094903,283.90754485716485
421,283.91483238488564,283.8866711928332,283.8902250110801
422,283.8914046012876,283.863285292728,283.8668191201357
423,283.8593386106687,283.8312695853437,283.8347763060812
424,283.83538357289063,283.8073618043691,283.8108572144783
425,283.8163048221393,283.7883245482145,283.79180300357643
426,283.807965877468,283.7800121974025,283.78347790790457
427,283.8078927828324,283.77994962694726,283.78340805166937
428,283.7972316858548,283.76930120765024,283.7727420269706
429,283.7889688661564,283.76104937295895,283.76448648305234
430,283.7816565382387,283.75374905891357,283.757185921593
431,283.8244631996341,283.796518129381,283.7999859147936
432,283.9086811346364,283.8806354030329,283.88415046463444
