% Model,case3_base_model_com_solved_Q_1.2.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 22 2023, 17:13"
% Table,Probe Table - Tout - 
% Time (h),"T_out - 15 m - left (K), Probe_T_out - HE - 15m","T_out - 15 m - left (K), Probe_T_out - HE - 30m","T_out - 15 m - left (K), Probe_T_out - HE - 45m"
4348,293.7357848774049,284.6959288687181,283.7682609042741
4349,293.6387418030644,284.60377607346567,283.6761991857334
4350,293.61233107158876,284.58180387613476,283.65396414185363
4351,293.5983084609367,284.57151855107253,283.643257284691
4352,293.589102994142,284.5658124290375,283.63710001244084
4353,293.46472662130054,284.4442420527528,283.51498358368104
4354,293.25595618285985,284.23821076842484,283.30845768324315
4355,293.06017687497274,284.04542631204635,283.1153058695192
4356,292.88298984878276,283.87123750506083,282.94077903463943
4357,292.71826809597235,283.7092996577814,282.7784769327269
4358,292.56586059786684,283.55942285492415,282.6282150632741
4359,292.43143859159136,283.4273762031131,282.49578532518626
4360,292.3030102501637,283.3010056286701,282.36900492123016
4361,292.20642412620356,283.2063173943267,282.27393262719045
4362,292.1086667727667,283.10983116306693,282.17700849171314
4363,291.9997277511914,283.0017038982465,282.0684308708531
4364,291.9820340976424,282.9848616349091,282.05123730682425
4365,292.0666565491057,283.07003688435833,282.1360668756435
4366,292.2305977330052,283.2339439757735,282.29955996523347
4367,292.3889702992026,283.39138895581,282.4564712538301
4368,292.46857282073637,283.4692463286177,282.5337172300081
4369,292.6250916560676,283.62430138259316,282.6883301104501
4370,292.75045288554037,283.7476123484593,282.81113766700065
4371,292.8865110813588,283.8814638463713,282.9444978104212
4372,292.9615044093,283.95379832879485,283.01628074206536
4373,292.9405238517268,283.92969721573974,282.9916128434992
4374,292.85621706844216,283.8421075743634,282.9035419255146
4375,292.7947805096557,283.7774905845505,282.838542901278
4376,292.7188307971993,283.6981674055508,282.75880068672876
4377,292.58816604630744,283.5639800898683,282.62414583820157
4378,292.4276849372552,283.40027119366664,282.4599973469033
4379,292.283567615498,283.25342835880576,282.3127899544228
4380,292.14233925284987,283.109785733881,282.1687675627038
4381,292.02038548407296,282.9858554474153,282.0444438365176
4382,291.8881072656459,282.85180058610996,281.9099455016922
4383,291.753763665038,282.71601311525643,281.77372605694
4384,291.5876951859966,282.54858097930475,281.6058424756041
4385,291.431734882108,282.3916220623058,281.44849859724326
4386,291.2861121478365,282.2450565154519,281.3015551648165
4387,291.153723172242,282.1116285821032,281.1677227931686
4388,291.1444027846599,282.1015023566341,281.15727745155544
4389,291.4699651922659,282.42688258121365,281.48250487708907
4390,291.7664142520173,282.72148503345784,281.77656199759207
4391,292.01931141438814,282.9716390113301,282.02605618771923
4392,292.2729388189946,283.2223585165262,282.27618091358664
4393,292.58663773525046,283.5333264963293,282.58672206889986
4394,292.8993597780212,283.8434403629816,282.89671212987133
4395,293.0352089070123,283.9744107346056,283.0267665166984
4396,293.1035580255036,284.03833530434366,283.0898228245177
4397,293.15045291674164,284.0816394702607,283.1327936830484
4398,293.1943647109285,284.122069145877,283.1728870153742
4399,293.2306962985949,284.1547894556019,283.2051591795691
4400,293.2600206416789,284.1804359845266,283.23030294329783
4401,293.28594250450607,284.2027353354849,283.2521321357414
4402,293.3096851608409,284.22290823524196,283.2718506720776
4403,293.2358916888646,284.14527409235507,283.1937085109103
4404,293.01002373029763,283.915315781629,282.963219625422
4405,292.7728606082456,283.67456299033813,282.7221090394677
4406,293.17006059376496,284.07178523611344,283.1198606060998
4407,292.4385041684816,283.3316721265725,282.3780207584834
4408,292.3141225909531,283.20494683109786,282.2513108387454
4409,292.2866599082687,283.17447341137597,282.2207549461749
4410,292.29086518449657,283.17471079950144,282.22058077801046
4411,292.32528248863525,283.2047215749078,282.2501490872728
4412,292.3859057447427,283.2606149966925,282.3055999652607
4413,292.49014157421135,283.3598401290446,282.40439400201717
4414,292.6294229516797,283.49374441948123,282.537852021251
4415,292.7864064287274,283.64499636438245,282.68863270531347
4416,292.95265648345145,283.80520900151515,282.8483463111515
4417,293.11219430886666,283.958425819198,283.0010030878375
4418,293.2657827070855,284.1053246894663,283.1474953739181
4419,293.33334068255334,284.16567535681014,283.2073505027433
4420,293.378081775267,284.2029601937878,283.2441136871163
4421,293.4137494601127,284.2311207706027,283.2718057801128
4422,293.4449414366697,284.25467200107084,283.29491435732683
4423,293.47284528782683,284.27471872550905,283.3145260541811
4424,293.2533599839937,284.0462371523185,283.0854219689077
4425,293.05814058463915,283.8428013101381,282.88158556968557
4426,292.8953429628531,283.6720577735163,282.7105390285748
4427,292.77115575758404,283.5398627858384,282.5780140475136
4428,292.6592331661924,283.4197231306864,282.4574845535686
4429,292.5601953055751,283.3123241044941,282.34967289853665
4430,292.4811716921606,283.224860295228,282.2617965747459
4431,292.36688376699544,283.1018503487676,282.13832407897024
4432,292.28510703481675,283.0115474891667,282.0476201844204
4433,292.1921457347459,282.909883190946,281.94552367252334
4434,292.09755662982303,282.80654532321296,281.841753434358
4435,291.9881974952717,282.68830569240066,281.72307362392735
4436,291.9532642550066,282.64481305607273,281.6792233216243
4437,291.9717433614958,282.6546266103775,281.68865568881876
4438,292.03573951750343,282.7097727478805,281.7433776586829
4439,292.18542106632646,282.8506408292129,281.88383625678875
4440,292.4390059169751,283.0953951553299,282.1281813266225
4441,292.70075741410966,283.34774474703664,282.380001864103
4442,293.0356544018717,283.67335521848236,282.70511349637553
4443,293.3029866491536,283.9317776026092,282.96262330719054
4444,293.4080210996606,284.02589241296977,283.0561967749343
4445,293.4726836105102,284.080465090669,283.1103824556791
4446,293.52258074991266,284.1208351195545,283.15036753509656
4447,293.5641049867974,284.15323378017575,283.1823298500987
4448,293.60097027994107,284.181206481829,283.2098467362988
4449,293.59091549092915,284.1623485928988,283.1905045554414
4450,293.3854245171936,283.94800113165735,282.9752112521297
4451,293.15385906175237,283.707924406688,282.734936522092
4452,292.9455423968473,283.49193556960597,282.51874872992175
4453,292.774851576398,283.3140640711787,282.3405830435977
4454,292.63460763219956,283.1668161278238,282.1929729063725
4455,292.52112924908215,283.0464253653833,282.0721882717273
4456,292.4211994895775,282.9395968514565,281.9649440036595
4457,292.343946749848,282.85553381344624,281.8804698366052
4458,292.3068606633243,282.81167356720556,281.8362040925242
4459,292.33011970767456,282.82818862732796,281.85232902063603
4460,292.3488131428211,282.839701566237,281.863376150179
4461,292.41745466768924,282.90114764660905,281.9243894080224
4462,292.56453639176533,283.04099324531904,282.06383296983114
4463,292.76717182498794,283.23618544827957,282.25860916472055
4464,292.89910106361,283.3595457862809,282.38131749244616
4465,293.0973782438102,283.549743315537,282.57106126606993
4466,293.1925094026593,283.6360501098487,282.65679410712187
4467,293.2969357424824,283.7318932997835,282.7521539037894
4468,293.301667229601,283.7275764848105,282.74728474022936
4469,293.3261650779878,283.74345878244935,282.7627357071097
4470,293.30163889314815,283.71025895581,282.72907110419976
4471,293.23243798216026,283.63261191428865,282.65095301163007
4472,293.10753257795056,283.4993565512017,282.51719892000045
4473,292.95581616554665,283.3401283052378,282.35756079956906
4474,292.8063560064091,283.1838203271798,282.20087492954355
4475,292.67431847920574,283.045493906703,282.0621756968191
4476,292.5474423312663,282.91269121144757,281.92897456710796
4477,292.419256345297,282.77887911443185,281.7947454017506
4478,292.302479343355,282.6567836296667,281.6722460697678
4479,292.17404464731976,282.52314482030334,281.5381718663578
4480,292.076267659545,282.42064787534366,281.4352958896554
4481,291.97604608598255,282.31575686756236,281.3299857672983
4482,291.8754320610591,282.21056461425053,281.22434924188144
4483,291.78456410221287,282.1152560199291,281.1286228503035
4484,291.76267599377843,282.0893013694155,281.1023471185743
4485,291.8743552561392,282.19723204459814,281.2100246024051
4486,291.9993165558335,282.3174004777006,281.3296755289031
4487,292.1973782726811,282.5105556516885,281.5223275205431
4488,292.4673295549315,282.7754409573634,281.7867892703077
4489,292.77031730655534,283.07275270824607,282.0836070812896
4490,293.1577832927222,283.45442458508626,282.4647802699859
4491,293.42333793089153,283.7140598207805,282.72390683233755
4492,293.5386760040284,283.82199526977354,282.8307415730255
4493,293.6112525568453,283.88741030226487,282.89584576192
4494,293.6648364753799,283.9343849810324,282.94249698038146
4495,293.71056784231126,283.97392600177085,282.9816425260552
4496,293.6127781759152,283.8694204557779,282.8765229821757
4497,293.38692601566805,283.6375324369886,282.644144552433
4498,293.14751135103,283.3929348716366,282.39916909247364
4499,292.9137710667037,283.1545527207913,282.1604496814659
4500,292.6939488076275,282.9303970604969,281.9359653396574
4501,292.4654857343115,282.69761829458014,281.7027929156262
4502,292.2398547447429,282.4678607100461,281.4726426296687
4503,292.029469011805,282.25357980488553,281.25800577573506
4504,291.8326694272897,282.05290091600506,281.0569460552977
4505,291.6485575105018,281.86485248797715,280.86851061286166
4506,291.46503270782586,281.677190012986,280.6804424202428
4507,291.2819572994907,281.48981994829524,280.4926588574912
4508,291.2142146683339,281.4183760945799,280.42097618415625
4509,291.54783812493986,281.7500920218059,280.752862672526
4510,291.94247211137014,282.1402659040389,281.1425215542786
4511,292.3644858706115,282.55637835142176,281.5577768738779
4512,292.8031937332988,282.98884771656463,281.98959515931097
4513,293.2391684462365,283.41868078082365,282.41884411996233
4514,293.43286872798376,283.6047009685804,282.60401821266885
4515,293.53817101772444,283.7029389923277,282.7018574645664
4516,293.6120666211228,283.76966396229005,282.76828562133454
4517,293.66995016123565,283.8206052119622,282.8187887639444
4518,293.7202583491532,283.8640938619814,282.8618598019988
4519,293.7639501322303,283.90101939587004,282.8983511419959
4520,293.8025768470136,283.932908980431,282.9297818909816
4521,293.83734325035834,283.96103297147533,282.9574359574001
4522,293.86968292962587,283.98686290002416,282.98279837441777
4523,293.7645948083574,283.8747728045222,282.87008541256023
4524,293.5773457066224,283.68177877435596,282.67667292121337
4525,293.39060450331306,283.49045453877966,282.4850448024043
4526,293.2032268101654,283.2992813159681,282.2935602514183
4527,293.0228873460095,283.1156980865051,282.10964911197595
4528,292.8504179424307,282.9404464706688,281.93404082200084
4529,292.67246540440595,282.7601258002276,281.75333033049105
4530,292.51525456828153,282.6008266940575,281.5936692179128
4531,292.47297059629204,282.5570377778035,281.5496096184374
4532,292.5374657478955,282.6202853582038,281.61262092037094
4533,292.77569919768627,282.85746300791396,281.8495439235532
4534,293.0831257665147,283.1628839337535,282.1544803391971
4535,293.3539406923033,283.4308282741502,282.42177972613143
4536,293.6168364947725,283.69095583142456,282.6812830429218
4537,293.7704039698968,283.8411479997024,282.8310969925361
4538,293.84551285974607,283.91247456806485,282.9018512341839
4539,293.8963113106123,283.9597166031562,282.9486304927012
4540,293.93651856249414,283.9965528287475,282.98505038102064
4541,293.9706292631919,284.0273294445178,283.0154131682685
4542,294.0004456933228,284.0537695861915,283.0414456911811
4543,294.0267857462126,284.0766669889344,283.0639450058845
4544,294.05113979201815,284.0975240057781,283.0844023933882
4545,294.07375421921085,284.11658519879296,283.10305880331657
4546,294.0949955990124,284.13421685250836,283.12028245616654
4547,294.11514858573776,284.1507054504586,283.13636291858296
4548,293.95076253666355,283.9815830796423,282.96663338208685
4549,293.74721118444387,283.7740244343643,282.7586601400943
4550,293.6020307780067,283.6258222794113,282.6103102755469
4551,293.50765913130004,283.5285791028167,282.5128383294506
4552,293.43433307309135,283.45220727028675,282.436046631492
4553,293.37639608870217,283.3912973326126,282.3746957486164
4554,293.3047163573297,283.3166287424792,282.29962900023503
4555,293.2319827779667,283.24083676824597,282.22344785991277
4556,293.2209443460278,283.22685953294183,282.209139469816
4557,293.27164116852566,283.27451006991294,282.2564526256587
4558,293.4133732221029,283.413062357564,282.3946679149318
4559,293.62518203006124,283.62147305417517,282.60272150741383
4560,293.8472308415109,283.8396340651132,282.8202952029205
4561,294.02760892408185,284.01519874833247,282.9954322581256
4562,294.1019666517387,284.0844066571799,283.0640133034257
4563,294.14854623636546,284.12552383375606,283.10470724341775
4564,294.33029286912534,284.3026395784599,283.2815277357419
4565,294.60913473449466,284.57700495368147,283.5555440674027
4566,294.8227477641497,284.7851218423864,283.7631518223425
4567,294.8709888476872,284.82726661876666,283.80467427722
4568,294.7692851961378,284.7194488272791,283.69629382862024
4569,294.5564329174732,284.5008189263089,283.4772195744664
4570,294.47166989246085,284.4114840134949,283.3877411141735
4571,294.4503069538366,284.3855947531446,283.36150414806605
4572,294.45092727444506,284.38140386081176,283.3570097491709
4573,294.45514355330226,284.38067859086004,283.3559007098816
4574,294.24395136294953,284.16350718839084,283.13813303234656
4575,293.99004640136576,283.90423247275913,282.8784431923142
4576,293.7533239774875,283.66260063043137,282.63654364642684
4577,293.52138400308735,283.4258042139457,282.39946824446906
4578,293.36330873131556,283.2630754670476,282.2364855085878
4579,293.1872853504149,283.08193002430045,282.05497943665335
4580,293.13233276919067,283.02225915938214,281.9950516046094
4581,293.2544091546549,283.14016953473623,282.11285309523896
4582,293.6891518725643,283.5703911514919,282.54282659783155
4583,294.1295941482427,284.0052940949615,282.9770987569946
4584,294.26962472985616,284.1375414284023,283.10883228211964
4585,294.3874668571121,284.2484028637366,283.21902055488977
4586,294.81504775462605,284.66964735414035,283.63965266725535
4587,295.24701308747865,285.09565840700526,284.06550102355584
4588,295.59368014451485,285.43520340238996,284.40452073280113
4589,295.81640761304146,285.6502330076831,284.6189239288337
4590,295.89168139815655,285.7178267709386,284.6859592790404
4591,295.8173152847839,285.6359334480652,284.60358297338377
4592,295.6512737162821,285.4625530484865,284.42976555218297
4593,295.3774937711898,285.18198758648884,284.1488773809449
4594,295.05099681129684,284.8488787758022,283.8154713279607
4595,294.92636535374146,284.718964763639,283.68550906278995
4596,294.88446310345324,284.6715278334728,283.63789130232607
4597,294.8675896980352,284.64876056261875,283.6147383834814
4598,294.86033281857004,284.6354114453913,283.6009565989149
4599,294.84412156450605,284.6129684978277,283.57810073589025
4600,294.7558737642995,284.51820752138144,283.48291378427865
4601,294.66371201273887,284.41975432172234,283.38411162275804
4602,294.59261812088766,284.34239415327704,283.30642236906255
4603,294.56331282522933,284.30682948737194,283.27054764650114
4604,294.5644998060747,284.30150577170167,283.2648912051772
4605,294.6532174256339,284.3839131865352,283.347035443709
4606,294.79010112451033,284.5140985317237,283.4769045822357
4607,294.84616990187686,284.5623092174062,283.52446283146975
4608,294.87175888002315,284.5799690872411,283.5416108504888
4609,295.11981140314066,284.82167068139916,283.7832016311401
4610,295.47119126980465,285.1659584490257,284.1273042333345
4611,295.7422479867823,285.4283471737697,284.38902234310183
4612,296.057533124341,285.73530975860575,284.6954606931906
4613,296.201439576509,285.87015400893443,284.82969065924163
4614,296.2520336101572,285.911962841894,284.87098670699845
4615,296.2190361596893,285.8704683366005,284.8290652773625
4616,296.2035134311127,285.8470741651246,284.80537036252764
4617,296.1585436814964,285.79422050597265,284.7521858331425
4618,296.0461140400767,285.6737195919663,284.63125693596146
4619,295.9065562554867,285.52645439887993,284.4836505536101
4620,295.7513892237412,285.36384496977496,284.3207433941861
4621,295.5960782304011,285.2012794644114,284.15788533696417
4622,295.451984219231,285.04998345359047,284.006323259293
4623,295.38925915338615,284.9805385343058,283.93655642144597
4624,295.3617432676293,284.9462621420134,283.9019901419811
4625,295.3459673935401,284.92338791995616,283.8787544164799
4626,295.33863451200045,284.9088030429884,283.8637976882449
4627,295.3366149543309,284.8993952137872,283.8540199183075
4628,295.33865954993087,284.8938347387856,283.8480895321273
4629,295.3426422152594,284.89004362949066,283.8439279926731
4630,295.3479540121793,284.8874313552006,283.8409443989204
4631,295.76722215879,285.30112189718875,284.25483941683655
4632,296.34860742955124,285.8754510997907,284.8288959654716
4633,296.93862430206775,286.45633907599785,285.4088925984068
4634,297.49714851634866,287.005129118734,285.95683357201347
4635,297.9932104254871,287.49150835803107,286.4426256187043
4636,298.3561273870708,287.8444476497813,286.79498390496923
4637,298.26080544505874,287.73747377961394,286.6870101706126
4638,297.92336732621413,287.38981953393267,286.3388271027336
4639,297.69696033238944,287.15624291192614,286.10556331680874
4640,297.43838485126133,286.890134019109,285.8394434540627
4641,297.1932609663943,286.6374232592994,285.586349003645
4642,296.9175184017106,286.35431310758287,285.3028171589748
4643,296.66374273668475,286.0942433803419,285.0425425426074
4644,296.4574021848452,285.8820938397781,284.8301757379024
4645,296.27460255367146,285.6935643789724,284.64137554930363
4646,296.1104320294502,285.52375515601113,284.4712192972713
4647,296.0245963670203,285.4331245128988,284.38028849641614
4648,295.9785726907196,285.38242500470267,284.3292781235328
4649,295.9510486681601,285.3502451433366,284.29678222281206
4650,295.9300855664304,285.3246379592104,284.2708262328124
4651,295.91449775676824,285.30444861027655,284.2502805826551
4652,295.9028535531335,285.28823961044634,284.23371600342307
4653,295.8940975467831,285.274933270806,284.2200528719385
4654,295.8871894519146,285.2634758662807,284.2082378712256
4655,295.86120443194255,285.23280237821734,284.177176397423
4656,295.79679798153285,285.1636272951912,284.107613185734
4657,295.72436858844407,285.086526672903,284.03016652619164
4658,295.6554372721575,285.01301903072647,283.9563130386719
4659,295.7044883371705,285.05800363986873,284.001065281325
4660,295.674755591598,285.0234155013238,283.96603408968434
4661,295.65038597674527,284.9943843234274,283.93662204010224
4662,295.62569438866444,284.96517527420895,283.9070562668951
4663,295.70968954537875,285.0452605566797,283.98688880715486
4664,295.7418218207222,285.0730406307305,284.0142644549299
4665,295.71684809579284,285.04368208315594,283.98444856013117
4666,295.681774311625,285.00457911371785,283.94495847684897
4667,295.63555857399234,284.95466438290066,283.8946943413173
4668,295.5884399374136,284.9042800500875,283.84397657008583
4669,295.5410370009329,284.8538038900059,283.7931614915456
4670,295.5112541723559,284.8211788888302,283.760209889322
4671,295.4807278874445,284.78782798077117,283.7265118676906
4672,295.4414624956067,284.74573205253296,283.68404879881285
4673,295.3980924387509,284.69959979765025,283.6375626770237
4674,295.3642547777981,284.66304568703623,283.6006728076282
4675,295.2926318392675,284.5884120600659,283.52565532927895
4676,295.2735919222787,284.5666321284374,283.50357291018486
4677,295.3265296283534,284.61689538722555,283.55356050717387
4678,295.49006945916415,284.77780874137585,283.71420516447137
4679,295.66460596297304,284.9491142180433,283.8851245408198
4680,295.72095509489765,285.0013800632525,283.9368610468587
4681,295.74858019203964,285.0250627727884,283.9601143521694
4682,295.7665498810926,285.0392375521393,283.9739003700707
4683,295.78073855953284,285.0496861155833,283.98399097162365
4684,296.0046733439046,285.2708111308355,284.204937644227
4685,296.1570076817274,285.41919529816255,284.3528898763395
4686,296.19257819430345,285.4502563103794,284.3833972670618
4687,296.0995837916623,285.3526651054399,284.28529028208663
4688,295.94385776763824,285.19272131975544,284.12497532732954
4689,295.90652276488,285.15211466567513,284.0841786517484
4690,295.89590536679793,285.1380885134377,284.06982249228736
4691,295.8934080322613,285.1320174628847,284.0634882519875
4692,295.73479335227734,284.9687846770559,283.89971625329656
4693,295.49641581468734,284.72660307949917,283.6571971978649
4694,295.2871951477027,284.5140628973715,283.44442990787473
4695,295.1140062024915,284.33784683251633,283.2679896158687
4696,294.95754405649916,284.17837204866464,283.1082401329056
4697,294.8152375854941,284.03303840790505,282.9626027242865
4698,294.7297538126804,283.944735371153,282.87403166205536
4699,294.6974495874347,283.9096487865209,282.8386685645074
4700,294.67370340643544,283.88281974002007,282.81149815737194
4701,294.7027233945161,283.9088205314962,282.83718346493873
4702,294.7730191600404,283.9759732565775,282.9040116203007
4703,294.8423515411367,284.0418163606999,282.9694757500433
4704,295.00918130872486,284.20562512656494,283.1330331304692
4705,295.25826011144505,284.4515434634849,283.378674318874
4706,295.5193794620642,284.7098079661631,283.6365070789654
4707,295.62285365709937,284.80800086352775,283.7338933439285
4708,295.66852907130726,284.8484220943564,283.77386394086454
4709,295.6976580917654,284.8732547142836,283.79857588794226
4710,295.72401461207,284.8956567679235,283.82066748027444
4711,295.7445741447056,284.9122082822935,283.83687745097274
4712,295.7620025933148,284.92561244543117,283.8499280012611
4713,295.77716639332994,284.9367516269124,283.86071459183256
4714,295.74745014924974,284.90283431004065,283.8264115490568
4715,295.5057236317631,284.65621116740164,283.5792632537139
4716,295.239158024252,284.3852826258874,283.30801052012464
4717,294.9749972637395,284.1172904352072,283.03979865024405
4718,294.74218576701446,283.880910527543,282.8032212314546
4719,294.5681011011678,283.70339493612784,282.6254766180628
4720,294.3330610039354,283.4643489571141,282.3860651095618
4721,294.0922344966801,283.2196505588771,282.14104160365696
4722,293.8825713508251,283.00632802222736,281.9274535441838
4723,293.6900970600545,282.810180286094,281.7310246170884
4724,293.6124887499739,282.72939125535675,281.6500412447213
4725,293.92002866940857,283.03528923453285,281.9560100637766
4726,294.24158102971154,283.3534710585717,282.2738313439719
4727,294.57110386354015,283.6789441905312,282.59880114515767
4728,294.9155173033462,284.01910397237407,282.9384956357737
4729,295.2436977167647,284.34299752270874,283.26189738173923
4730,295.4030293982181,284.4975049333772,283.4157741862
4731,295.4876585843184,284.57745701362455,283.49538536728704
4732,295.5426887182514,284.62779088598177,283.5455264283594
4733,295.58215172906677,284.6627714250736,283.5801243407962
4734,295.61476124340965,284.6911786643912,283.6081909818906
4735,295.6427151921441,284.7150653807459,283.6317526781061
4736,295.6666763997967,284.7350905166001,283.6514505459357
4737,295.68729321457005,284.75191306087527,283.66793534001164
4738,295.62394676243906,284.6845590539601,283.6001886402092
4739,295.43860873793426,284.49505410969505,283.4102552459254
4740,295.23423972905033,284.2871635475697,283.20206965048914
4741,295.04249838615755,284.09239393079463,283.0070772399768
4742,294.86881312081806,283.9159677913052,282.83042230992737
4743,294.69218906910476,283.736665469642,282.6508459143405
4744,294.5205710430181,283.56253661967963,282.47643356442785
4745,294.35825902932214,283.39785504907223,282.31147853553074
4746,294.21165667229474,283.2490632730975,282.16240953432333
4747,294.1206953099258,283.1562446610737,282.0693477901085
4748,294.06395119100125,283.0977162790185,282.0105520527039
4749,294.1715213148313,283.20422986508333,282.11691134407187
4750,294.3397660077062,283.37104387312525,282.28345118172797
4751,294.56012517972704,283.5897527643314,282.5018193442725
4752,294.8275778661425,283.85544969035914,282.7671702026757
4753,295.1832671586751,284.20961570654947,283.1210448617781
4754,295.3977990780872,284.42094644499656,283.3317503857327
4755,295.47957627826287,284.4998214429028,283.4104691402811
4756,295.5256412826762,284.54344524474163,283.453587299502
4757,295.6034854240399,284.61909150190246,283.5288559063081
4758,295.7252718570046,284.73853913744006,283.6483214289303
4759,295.71790562320143,284.7286265608248,283.63776921476875
4760,295.6816446660432,284.6901727992179,283.5989795054309
4761,295.68568074309553,284.69272794983397,283.601193747811
4762,295.6980916275158,284.7039807924192,283.6121378168478
4763,295.7098313266652,284.71514706955105,283.6229874150254
4764,295.64142223169205,284.64635776549767,283.5538259169521
4765,295.4470587325847,284.4518292255703,283.3588787645285
4766,295.23791725692536,284.2434309244826,283.1502116045297
4767,295.05337244121296,284.06033180738984,282.9669163125789
4768,294.9208974160839,283.9297352628758,282.83612767158513
4769,294.82100390721314,283.8318073377671,282.73797137686995
4770,294.75917058939774,283.7719296788867,282.6778204763376
4771,294.7106749107715,283.72513092620915,282.6306940460365
4772,294.7139297208261,283.72999382488763,282.63527187618183
4773,294.8742179190896,283.8922033563312,282.7973066472608
4774,295.23807888005643,284.25796867768724,283.1629153044321
4775,295.4732655321492,284.49401728820436,283.3981096318306
4776,295.5578953739027,284.57712347534715,283.48114757204655
4777,295.92240898659423,284.9412032232901,283.84472589844796
4778,296.381225704819,285.40057929484686,284.30395598248435
4779,296.8358482463926,285.85439613926997,284.75735006569226
4780,297.19461160477863,286.21128849065406,285.1136423971828
4781,297.2582777840399,286.2715138927277,285.1729613512658
4782,297.0446448045316,286.05462102402345,284.9553858841855
4783,297.0716481610962,286.0818761113178,284.98299321666593
4784,297.03013629519285,286.03902117438525,284.9398363538492
4785,296.92486231352075,285.93199536251296,284.832380971637
4786,296.8058216651263,285.8114047108931,284.7114595340617
4787,296.674458183006,285.6785410121118,284.5783052071439
4788,296.52511563852136,285.5276049470288,284.42707404727474
4789,296.3716148783744,285.3724639625361,284.27165963495787
4790,296.1982862000803,285.19709695180103,284.0960155423208
4791,296.1388408901484,285.1364249336103,284.03522411590905
4792,296.11300921584956,285.10852820634983,284.0069893225887
4793,296.10060631687463,285.09353978975645,283.9916913416794
4794,296.092205773133,285.08221101172563,283.98003887883937
4795,296.08747907949487,285.07419719955885,283.97169698995714
4796,296.0856766706145,285.0687499659141,283.96592058794687
4797,296.0860930905271,285.06516811925184,283.9620076117633
4798,296.08819184632705,285.0629275123501,283.95943319221794
4799,296.09138883078066,285.0615317888058,283.957701555382
4800,296.09557517673244,285.06085292895403,283.95668449487505
4801,296.10063337137586,285.06077641805757,283.9562676682787
4802,296.1065678173906,285.06127986270536,283.9564288041727
4803,296.11300308195706,285.062115401592,283.95692118410227
4804,296.3510437137788,285.2955103648097,284.1901889678147
4805,296.51094925167,285.4494060967648,284.34364503475007
4806,296.57767832369916,285.5096396508754,284.4033428188897
4807,296.5416608814363,285.46703376413745,284.3602540841245
4808,296.43358601352037,285.35259397605586,284.24542619794136
4809,296.2840655457787,285.1969559643501,284.0895062592536
4810,296.25422643131157,285.1618844017291,284.0542437307197
4811,296.24157841221006,285.14364954576985,284.03572852273925
4812,296.23812669487313,285.1343220979737,284.02607778214156
4813,296.23933222550494,285.12936917376567,284.020785386163
4814,296.24202265372986,285.1257276566746,284.0168060300039
4815,296.1848136403006,285.06167914185954,283.9523659114247
4816,296.04668587158534,284.9165614599729,283.8068528288479
4817,295.9269841627147,284.79042923983366,283.6804338938015
4818,295.8394316197258,284.6968476883115,283.5866399297254
4819,295.7697605955007,284.62125227889806,283.51074592239786
4820,295.7145288908032,284.5602859966845,283.44946235391774
4821,295.68586640433426,284.52616714093875,283.4150371358285
4822,295.6849212237041,284.5200067041879,283.40857045410814
4823,295.74590744901803,284.57617040485053,283.4644531551773
4824,295.87847477686256,284.7042202965558,283.59221952635295
4825,296.0059288644788,284.82703556964594,283.71464457342455
4826,296.13525559224894,284.9519743219216,283.83923668732416
4827,296.1817052539431,284.99406428406223,283.88069962011855
4828,296.207193328687,285.01551697089343,283.90188215468714
4829,296.2247785759853,285.02969026550636,283.91574257100314
4830,296.23816193215345,285.0403436747171,283.9260629221954
4831,296.24900704971856,285.0490835048787,283.93446840568396
4832,296.1504131643921,284.9485118669996,283.8334664778165
4833,296.0098476908718,284.80694769740865,283.69153003102946
4834,295.8595007450812,284.65665588086165,283.5409458062089
4835,295.7263731887239,284.5244199543885,283.40847425921
4836,295.61647884967266,284.4163385261451,283.30011515608965
4837,295.52894422263205,284.3312809189659,283.21476586874576
4838,295.4395149991431,284.2447226893937,283.12788306585094
4839,295.34621473295897,284.15468217641643,283.0375091763235
4840,295.25844600207813,284.0704509392541,282.95295827272827
4841,295.1788126087339,283.99454055581526,282.87673298955514
4842,295.12086908926057,283.9404356974926,282.8223233506385
4843,295.03089443099606,283.8539600733155,282.7354838883547
4844,294.9882015163832,283.8149368632968,282.6961689505381
4845,295.0998529004821,283.93066991183656,282.8117288166617
4846,295.3306981655461,284.16523384771705,283.0460580195853
4847,295.65696722994323,284.4946260380089,283.37512514424105
4848,295.874069573099,284.71429836508185,283.5938177861991
4849,295.9525252793339,284.7930678776239,283.6726251914212
4850,296.06090893788627,284.9023101472664,283.7814193701027
4851,296.4310267714373,285.2745358084637,284.1530840617413
4852,296.78485641682244,285.6294783569817,284.50780396997374
4853,297.05875570952145,285.90339869766024,284.78129388619294
4854,297.24534283047996,286.08959755943863,284.9670023018327
4855,297.32134796502254,286.1650536160002,285.04199822984066
4856,297.2767631042738,286.1198109959712,284.99632403133165
4857,297.1105141134746,285.9528653069266,284.82897677283466
4858,296.8919069644753,285.7337499033063,284.60953735365183
4859,296.69857037236005,285.54039432110227,284.4159625790662
4860,296.5324424589851,285.3742963754709,284.24973669611404
4861,296.4163175663536,285.2587551289456,284.1336508943685
4862,296.37349549061804,285.2175898298503,284.092395367518
