% Model,case3_base_model_com_solved_Q_1.2.mph
% Version,COMSOL 6.0.0.405
% Date,"Nov 22 2023, 17:13"
% Table,Probe Table - Tout - 
% Time (h),"T_out - 15 m - left (K), Probe_T_out - HE - 15m","T_out - 15 m - left (K), Probe_T_out - HE - 30m","T_out - 15 m - left (K), Probe_T_out - HE - 45m"
25260,284.80511997617674,282.0482050710989,279.34128410327685
25261,284.5951421977443,281.84453616806206,279.1369403655692
25262,284.41252738389335,281.6682872684209,278.96006264394117
25263,284.2127823115165,281.47483491229434,278.7658937600863
25264,284.0173837398642,281.28580640243166,278.57618927508344
25265,283.84015659858693,281.11503050969,278.4048074132426
25266,283.6726047797992,280.95384649770256,278.24300106381276
25267,283.52266579671146,280.81015726539647,278.09870300297973
25268,283.39646324077387,280.6899773308979,277.97794524785513
25269,283.32474137742605,280.62407246544484,277.9115626939016
25270,283.28481102950434,280.58968698087494,277.8767097419563
25271,283.67110917771345,280.9816503523405,278.26919115929337
25272,284.2153851281474,281.53032152287176,278.8181172759877
25273,284.6780367342974,281.9961924986286,279.2836196079333
25274,285.03797046800753,282.35915635163735,279.646004744588
25275,285.3138639592742,282.63836733982464,279.9246329037165
25276,285.5020105011464,282.830076193296,280.1158348188185
25277,285.5987962825654,282.93059534721283,280.21582312903814
25278,285.6005894830636,282.93650239486925,280.22109783811527
25279,285.48724323023663,282.8276465563966,280.1115092079351
25280,285.30791700007444,282.65321885582097,279.93636305226266
25281,285.11208193014085,282.4629802161018,279.745565745879
25282,284.89460428506806,282.2512407486283,279.53319841192405
25283,284.67657088229674,282.03911010114183,279.3204522988747
25284,284.47177179648,281.8403231189296,279.12108068482183
25285,284.2797969706709,281.65442039712593,278.9346038279331
25286,284.0930805821491,281.4737967392001,278.75339452415534
25287,283.9149025126144,281.3017357663596,278.58075688533546
25288,283.7522648428956,281.1452440977609,278.4237224427598
25289,283.59648200310886,280.9955603680537,278.2734809446843
25290,283.455253852597,280.8603636143017,278.1377429328882
25291,283.33227578600986,280.7433372387514,278.02020435659125
25292,283.1936936193401,280.6105458000549,277.8868338029002
25293,283.07050724053806,280.4930738738052,277.76883708352915
25294,283.0255170955073,280.45374542231303,277.72916851475804
25295,283.394962033757,280.82889553801874,278.10489510671727
25296,284.0185848223153,281.4570516890395,278.7335882225039
25297,284.5936299821702,282.03543359166366,279.31168440653875
25298,285.03811420525693,282.482859779903,279.7585395605907
25299,285.38525594071945,282.83289661768464,280.10837750945205
25300,285.6393978533119,283.0899022572208,280.36494075093367
25301,285.7866460184568,283.2407537999526,280.5152383414371
25302,285.7929185229245,283.251088227246,280.5248809287344
25303,285.6695506180778,283.13241453868017,280.40546413473345
25304,285.41187002987397,282.8799283406378,280.1521562342819
25305,285.157701257499,282.6316241046961,279.90327285538956
25306,284.9388694089048,282.4188396770668,279.68998417849747
25307,284.7279283747796,282.21394448102586,279.48453732425617
25308,284.51887992663075,282.01093689190384,279.28093938489985
25309,284.3503239649809,281.8485228790289,279.11804512765815
25310,284.2173784728471,281.7216786991385,278.99074183793255
25311,284.1109776758789,281.62125241016196,278.889826289025
25312,284.0295330347151,281.5457019614685,278.81379631087447
25313,283.8189115450945,281.3406098627508,278.60779476810205
25314,283.77493877292477,281.30298084387147,278.57006016573854
25315,283.66585345532445,281.1995610888868,278.4660631570346
25316,283.61572312166294,281.154976511002,278.4210505751272
25317,283.6352631751098,281.17984951872734,278.44561819789794
25318,283.6589058279748,281.2084298212384,278.4737929087268
25319,283.77822200001003,281.3325004616641,278.5976545379585
25320,283.95565925587766,281.51442486502515,278.77940876983877
25321,284.28529879791887,281.84833081694217,279.11340803240427
25322,284.6166279116348,282.1830826523033,279.4478786051137
25323,284.8794373730098,282.44879431826575,279.71301597522455
25324,285.0102324339111,282.58247176519694,279.8460019079874
25325,285.0414260474524,282.6170260984345,279.8799903415524
25326,285.07834294719856,282.6579233211441,279.9205949696845
25327,284.99676357682176,282.58024030372934,279.842244636553
25328,284.8455495052903,282.43315052562417,279.6944510402738
25329,284.6699996621792,282.2620519707989,279.52273744275925
25330,284.4991309234899,282.0958545050606,279.35599944253676
25331,284.37177211639835,281.9732763457388,279.2329770955063
25332,284.2728059865595,281.8790465356241,279.13830010009667
25333,284.17086674274486,281.7817754428,279.0405161762827
25334,284.06182149139426,281.67742691568094,278.93563609479185
25335,283.92813043633953,281.5485060852562,278.8061509338796
25336,283.822308390097,281.44758424422855,278.70477354772277
25337,283.716851330302,281.3469996251482,278.60371315352165
25338,283.66494247352523,281.2999623643949,278.5563244311419
25339,283.5919096864678,281.2315942973786,278.48746976737306
25340,283.5575530541736,281.2019214739955,278.45745123216966
25341,283.5448360466128,281.1936690466991,278.44885560736935
25342,283.5391924446771,281.1922975883852,278.4471242275614
25343,283.64072133047426,281.2980300701284,278.55275104258914
25344,283.7853882573098,281.4465333290848,278.70111059273614
25345,283.93912226748216,281.60377313881304,278.85813178660794
25346,284.1023205653606,281.7703004424109,279.0244445112861
25347,284.2573653843197,281.92854821894366,279.1824603863019
25348,284.30511077328606,281.979370168873,279.23282455990824
25349,284.3287659794452,282.00632285619935,279.25943141109906
25350,284.27709322710353,281.9580437869337,279.2107233065911
25351,284.19399035594796,281.8784934132113,279.1307777126049
25352,284.1216552555945,281.8099151701572,279.06193430626064
25353,284.06577252909193,281.7577742158232,279.00955944747864
25354,283.9903977860964,281.68605380999486,278.93753387797665
25355,283.9000949719544,281.59942797530425,278.8505988558891
25356,283.8642256203664,281.56734184192277,278.81837102981274
25357,283.7808271782935,281.4875941433874,278.7383102402891
25358,283.76076379571106,281.47132202085265,278.72193157711644
25359,283.76191176331344,281.476179251367,278.7266765943943
25360,283.74075135090226,281.45861486159004,278.70890220169207
25361,283.68169881483334,281.4031668734639,278.65318555681716
25362,283.5942790905407,281.3194199024837,278.56915907968715
25363,283.55782101042985,281.2868437032495,278.536529500719
25364,283.507646014361,281.24038966441117,278.48992775603114
25365,283.4420403023232,281.17840426216134,278.4277525998604
25366,283.3923745977538,281.1323457135141,278.38157723383597
25367,283.6000683832379,281.3437303210785,278.59346788284086
25368,283.89586402845686,281.6424970721574,278.89258066146164
25369,284.147532340501,281.896518497547,279.1466055852474
25370,284.3378034682266,282.0890545117061,279.33903818173553
25371,284.4867794077656,282.2404909804162,279.49041106138134
25372,284.61767264454835,282.3740655112298,279.62398498121576
25373,284.68691564155233,282.44610825163437,279.6959338744276
25374,284.684323364041,282.4465102814183,279.69617172319084
25375,284.56822172912536,282.3336527949124,279.5830179244912
25376,284.4792402767856,282.2483778049795,279.49770009624314
25377,284.406353785586,282.1793235613426,279.42865222201254
25378,284.33319210564366,282.1099775431915,279.35927622340057
25379,284.2884584647751,282.06908464814126,279.3184168645573
25380,284.2384520727652,282.0228371056732,279.2721438349784
25381,284.1937892919431,281.9819652617139,279.23127158122367
25382,284.15549268237595,281.9474941663892,279.1968242837637
25383,284.1105724058416,281.906406727091,279.15574532431987
25384,284.03962039863137,281.839300327618,279.088601093503
25385,283.9673145273542,281.77091614221047,279.0202233314297
25386,283.9212764536191,281.7288301132335,278.9782270374613
25387,283.97009951790847,281.7815520323793,279.0312334424605
25388,283.95179036794013,281.76675378378957,279.0164197716809
25389,283.9131184960627,281.7315689457211,278.98123054772833
25390,283.86360024379354,281.68557168138364,278.93526594707834
25391,283.8855999190079,281.7111386674144,278.961083304859
25392,284.028168678419,281.85705355026306,279.10741717027656
25393,284.1707733114396,282.0025471410934,279.25313926124124
25394,284.3361849550346,282.170735316824,279.421584500837
25395,284.4514922577791,282.2886850466596,279.5396443301388
25396,284.54079278543287,282.38071962124116,279.63179768171216
25397,284.57521179439425,282.4179846551299,279.66912145740105
25398,284.52329891910836,282.3690782969226,279.6201686825222
25399,284.45034003265124,282.2994337092016,279.55057208845363
25400,284.24928679189287,282.10187816311253,279.35284840450004
25401,284.027583229544,281.88412950192986,279.13505229497383
25402,283.8677879080188,281.7286215906992,278.97973089477574
25403,283.7287194084929,281.5937965197971,278.8449901546081
25404,283.5994146832742,281.4687929296226,278.7200738082672
25405,283.44669023513194,281.32041067970516,278.57170619767714
25406,283.2972898117628,281.17549155068866,278.4268423445113
25407,283.1823444349937,281.06514328529113,278.3166433488925
25408,283.1029343643803,280.99032217051774,278.2420115699077
25409,282.9974339444509,280.8892672561113,278.1409962141722
25410,282.90733697348986,280.8037142128451,278.05557729842536
25411,282.8043633030621,280.70524776022097,277.9571968462187
25412,282.76605621255396,280.671462524477,277.9236752670904
25413,282.7582466913163,280.66796545863343,277.92043009612087
25414,282.73887422961076,280.6526643091842,277.9052792988875
25415,283.0146724949232,280.9325987581223,278.18610233479956
25416,283.5161247881723,281.43742313611324,278.6919356972964
25417,283.9433950178532,281.86699828819917,279.1217999181417
25418,284.28308880406814,282.2085772607685,279.46344512279364
25419,284.5281684970911,282.45585576260606,279.71087762759265
25420,284.7210726856129,282.65149548128085,279.9068154723667
25421,284.82158461993123,282.7549350536499,280.0103571649937
25422,284.79710214768403,282.7335366903948,279.98884383483255
25423,284.6669816467519,282.6069964306365,279.8621950855971
25424,284.5154382911215,282.45969916787914,279.71501742235995
25425,284.3743058546498,282.32307582317196,279.57857903040156
25426,284.25791424596395,282.21111473189296,279.466763750994
25427,284.14619433613024,282.10364325198464,279.3593593148636
25428,284.0812835367262,282.0430200574126,279.2989394253612
25429,284.0444577560038,282.0103304733986,279.26643692060736
25430,284.02367235253445,281.9935843449136,279.2498650358117
25431,284.0097709888002,281.98365592560793,279.24009552874344
25432,283.983333354429,281.96115854395504,279.2177207205595
25433,283.92223332339773,281.9039893118688,279.1606085792444
25434,283.8725455234622,281.8583056174222,279.11506219129427
25435,283.75894908342775,281.7486413634075,279.00538133276734
25436,283.6628625767585,281.65658466620226,278.91342922773623
25437,283.57363007183505,281.57132987505855,278.82829295598015
25438,283.4610996983767,281.4626624183813,278.7196656463014
25439,283.41797688216144,281.4234176083443,278.68065105914513
25440,283.472522234247,281.48167676221516,278.7392854387363
25441,283.53631961482887,281.5488220441985,278.8066572660582
25442,283.6315561746948,281.64725189805233,278.9053306962459
25443,283.6560307208075,281.6747838459026,278.93289535312186
25444,283.69748502218056,281.7194795693092,278.97775777704106
25445,283.55871634942565,281.5839445369109,278.84197095634477
25446,283.3165233657279,281.3454506566976,278.6032174555151
25447,283.12433394324864,281.1575051017178,278.4153460934678
25448,282.9384812632479,280.9759569466892,278.2338498262449
25449,282.7576599670608,280.7994139773276,278.0573213925767
25450,282.60853716532915,280.65457658426743,277.91255928703407
25451,282.4731750578939,280.52339450933533,277.7814149403946
25452,282.3545790649869,280.40895083740264,277.66702558733743
25453,282.2534889382539,280.3119887824231,277.57013799830406
25454,282.1723503258346,280.2349443933409,277.493189891633
25455,282.1039614611533,280.1705982760921,277.42893809418007
25456,282.0403773147107,280.1110130183162,277.36943376326866
25457,281.9702070307704,280.0448169204489,277.30329028497295
25458,281.9250814319402,280.0036943761569,277.2622933330342
25459,281.8782183344065,279.9607748994555,277.21946122010047
25460,281.8535333000926,279.9400187162024,277.19883890162356
25461,281.83969253836574,279.9300456616039,277.1889930941424
25462,281.83093943643536,279.92510441458757,277.18416379778483
25463,281.9050626993096,280.0030489744076,277.2624180336312
25464,282.02571706359157,280.12731900232865,277.386989598379
25465,282.19585745925514,280.30093283024985,277.5609433220871
25466,282.2907128934848,280.3988581004275,277.65882936793565
25467,282.42142971879485,280.53291421105826,277.79310755289293
25468,282.53924435141266,280.6541307609012,277.9145009879373
25469,282.6031636278628,280.7214315348896,277.98182066769454
25470,282.62325341060716,280.7450465739781,278.0054095878024
25471,282.6007856831299,280.7262994071522,277.9866104002291
25472,282.54095615956925,280.6703844243812,277.9306222581825
25473,282.49047321294086,280.62400722050734,277.8842538861427
25474,282.4582054595737,280.59590507442886,277.8561951349296
25475,282.39595216999265,280.5377737866467,277.7979888063541
25476,282.3214945962737,280.4675094914675,277.72764202565963
25477,282.2778264802011,280.42813394117815,277.68828434616205
25478,282.28132210754654,280.43590019070285,277.6961409930545
25479,282.32255997245,280.4812580815904,277.741580151572
25480,282.34724130472597,280.5099161698478,277.7702092930816
25481,282.390680104994,280.55731972550404,277.81762769619894
25482,282.42847170852855,280.5990117720124,277.859291259058
25483,282.463326095188,280.6377225620733,277.8979555622895
25484,282.4755110467231,280.653710701615,277.9138342002567
25485,282.4625876748357,280.64457801756095,277.9045507772844
25486,282.4507135194233,280.6365132779318,277.89637094275594
25487,282.41570162104523,280.6052577532163,277.8649399971386
25488,282.3308002532738,280.5240930025437,277.78349559712194
25489,282.33487831157635,280.53205413552877,277.7914710245946
25490,282.31594004823734,280.5167939580298,277.7760558664315
25491,282.3228111242141,280.5273130748649,277.78647223093407
25492,282.32797115154796,280.53607571261733,277.79509863862467
25493,282.28351529772965,280.49521657385014,277.7539766298094
25494,282.18967931466676,280.40512982170367,277.6635791128334
25495,282.0296608672949,280.2490736539306,277.50714232580805
25496,281.8903177902238,280.11399501036374,277.3718549901947
25497,281.7207854129667,279.94880632180514,277.2063821917353
25498,281.6141203813886,279.84660582186115,277.10408936143887
25499,281.52422285157144,279.7610716435764,277.01842424265396
25500,281.44442861354895,279.6855897144763,276.94280780512634
25501,281.3537328346566,279.5991812357799,276.85622255015
25502,281.2669432156815,279.516734999421,276.7736346360197
25503,281.15567241356325,279.4098229847106,276.6665226489695
25504,281.0579093941057,279.31650222313226,276.5730765590203
25505,281.0043067585461,279.2673487254799,276.5239068465873
25506,280.9078574838898,279.1751749641144,276.4315276898657
25507,280.8481921761557,279.1198107238737,276.3760924387697
25508,280.7711252492958,279.0469172159263,276.3030408939189
25509,280.7545758391733,279.0345025616481,276.29063631516266
25510,280.7368650324373,279.02069225272004,276.276744765502
25511,280.94053771783126,279.2282038253068,276.4847400926546
25512,281.22799531161894,279.5188480897455,276.77575535264094
25513,281.5023894262167,279.79586727973884,277.0528827307964
25514,281.68047391299933,279.9763918440933,277.23325177697075
25515,281.8633356542972,280.1619480953792,277.4188284962116
25516,281.9905980148625,280.2920245615812,277.5488345129434
25517,282.02868825971854,280.33310845182854,277.5897054337196
25518,282.0390963034341,280.3468571091491,277.60332256005836
25519,281.9516461090742,280.2629755688792,277.5191460975745
25520,281.8300276845186,280.14529047344297,277.4012332781148
25521,281.7159581748656,280.0354486378499,277.2912820925304
25522,281.6362254664475,279.96000700702047,277.2158106035992
25523,281.5693535951078,279.89739200870844,277.1531619949276
25524,281.49461598763054,279.82684890786527,277.08252059247684
25525,281.4155931123662,279.7520695886976,277.00765463442514
25526,281.3208637037012,279.66167524493966,276.917165710928
25527,281.21763275193615,279.5629286455643,276.81834613045606
25528,281.124767760768,279.4747183937492,276.7301201442755
25529,281.0086713247973,279.3632888920702,276.61855747824296
25530,280.9665457130772,279.3259420528385,276.581286426699
25531,280.91652219726654,279.28047381219136,276.53575395827824
25532,280.87065013307,279.2390032273953,276.49419126486936
25533,280.8211620969621,279.1938076296847,276.448876145267
25534,280.8314729531205,279.2084158001824,276.46357130183526
25535,281.05650322589463,279.43772374635023,276.69353336759474
25536,281.4241294868812,279.80873527899354,277.0650966880145
25537,281.7586931067799,280.1454952741505,277.40181497223335
25538,282.038193834335,280.4269474826187,277.68315729753766
25539,282.18211318779805,280.57330873753597,277.82941615913046
25540,282.3094017435056,280.70345001995867,277.95961271001056
25541,282.4047387570227,280.80184203683314,278.0580378662114
25542,282.4129261031318,280.81323565203706,278.06930163621917
25543,282.2958252317712,280.6996369199291,277.95540899200114
25544,282.1714758083554,280.5792825345645,277.83497098960044
25545,282.05857054318733,280.47064123929096,277.72635803578135
25546,281.94940507832166,280.3657692823909,277.62150375253276
25547,281.8301012724089,280.2507987755706,277.5065193809354
25548,281.72195329678163,280.1470868427034,277.4028280560093
25549,281.63827920533106,280.0679153423387,277.32371154726184
25550,281.49703821307656,279.9311818325249,277.1868192721379
25551,281.3825284123289,279.8213880693295,277.0769941388614
25552,281.1654830951435,279.6089849250231,276.86417738415753
25553,281.0877599169013,279.53651256690864,276.7919163455298
25554,281.0684567334991,279.52195528316423,276.7773759178785
25555,281.07582334198247,279.5337510971985,276.78915940465714
25556,281.1030773186212,279.5652056590396,276.82061728792456
25557,281.1499481519773,279.6160399897986,276.8714796193057
25558,281.2150871612382,279.68491327820254,276.9404115407795
25559,281.31895834556695,279.79227861837643,277.0479208842235
25560,281.43909674480994,279.9156725324977,277.1714693685257
25561,281.57395766825516,280.0535694741007,277.3095430503409
25562,281.70588122337944,280.1883487484137,277.4444891322627
25563,281.8304693884373,280.3156942773803,277.57200938491735
25564,281.9474128582355,280.43536266914055,277.691873804525
25565,282.0571015843807,280.5477852387861,277.80451615933555
25566,282.1683056331371,280.6617621035738,277.91875588602556
25567,282.283741336488,280.7800101681263,278.037302317836
25568,281.9089626111705,280.40801435570995,277.6644137029103
25569,281.6564209201133,280.15969757408476,277.41626503461794
25570,281.50009851725815,280.00777813551434,277.264730086372
25571,281.36663764088655,279.878524704791,277.13577669865066
25572,281.20940453885305,279.725315364096,276.98271463942393
25573,281.0649651533409,279.5849848025516,276.8426052569084
25574,280.9042872015824,279.4284657647342,276.68626399227253
25575,280.72714476576925,279.2555660706595,276.5135121620086
25576,280.58024222529804,279.1130359894113,276.3712519397812
25577,280.47831116872453,279.015453148314,276.27400579697525
25578,280.3928222683617,278.9340290125399,276.1928278712954
25579,280.2055655342731,278.7506497159378,276.00938850384557
25580,280.136580552238,278.6857066001205,275.9448667313384
25581,280.13038966136725,278.68325095723657,275.94289019002434
25582,280.1441830631285,278.7003547256596,275.9603923246089
25583,280.34348098359834,278.9027031927436,276.16359241849625
25584,280.7433116815026,279.3049672637349,276.5669715908477
25585,281.1498816259512,279.7131634247066,276.97591068369377
25586,281.46913139473594,280.03341277875717,277.29650151045115
25587,281.6838808401363,280.2494604218706,277.5129523196434
25588,281.8333605716187,280.40053216429254,277.664456824435
25589,281.94502500540034,280.514041912014,277.7784326057476
25590,281.9494428505474,280.5204865943828,277.785158839563
25591,281.85024945080005,280.42367053500897,277.68854003897536
25592,281.7102654292645,280.28651031597934,277.5516754683329
25593,281.55859553369464,280.1380065501795,277.40355725534386
25594,281.44226298787663,280.02497373292994,277.29101684311644
25595,281.32142508061213,279.9074072706746,277.1738895098231
25596,281.2267471006787,279.81607858316397,277.08307687955465
25597,281.12610682476975,279.718801841574,276.98627348093544
25598,281.00623882127917,279.6023719425966,276.87026522344684
25599,280.88963574648267,279.48932052429694,276.7576679937047
25600,280.79775582097403,279.4011146462645,276.6699904293102
25601,280.7468869078806,279.3539243514303,276.62338251410307
25602,280.6747456684507,279.28523396977505,276.55507201535454
25603,280.6756137307748,279.2896204186918,276.5600991148851
25604,280.6350423221808,279.2522318110162,276.5230947318286
25605,280.57516813133213,279.19543877235367,276.4666705942382
25606,280.5710124459485,279.194453820114,276.4663359015822
25607,280.7020882242212,279.32856905593445,276.60143489279193
25608,280.9843685130438,279.6129760950954,276.88682204395406
25609,281.26058214606036,279.8906865288834,277.16526290167945
25610,281.4794556752769,280.11081838907114,277.38596823780244
25611,281.6742391665299,280.3068793735293,277.5826345737686
25612,281.78195938946584,280.4159340507013,277.69215206724823
25613,281.8482881828409,280.48388698526804,277.7606563819971
25614,281.84412591708565,280.48155656121776,277.7587978664906
25615,281.8068698034974,280.44642383907393,277.72418757537366
25616,281.70795019895576,280.3499102919948,277.62813332673323
25617,281.5975708293785,280.2422149993501,277.52096434454313
25618,281.51451885039035,280.16198447970135,277.4413571829395
25619,281.44016382453964,280.09047384079776,277.370465992328
25620,281.33498584298894,279.98814456508643,277.26866256030803
25621,281.1903254659628,279.84637504215414,277.1273376307607
25622,281.06070640779654,279.7199083206889,277.0014892926484
25623,280.9403240855036,279.60275719687684,276.88499089305964
25624,280.82408529525014,279.4896759999508,276.7725179449772
25625,280.6769553625145,279.34561516515083,276.6289427596625
25626,280.5349696503502,279.2068446278891,276.49076719578994
25627,280.40190494239704,279.07697718074684,276.3615168482467
25628,280.27848241526686,278.9566519427953,276.2418104286484
25629,280.12914864033166,278.81028306650285,276.0959707495541
25630,280.06309576209395,278.7471634656766,276.0336440373331
25631,280.2505639015063,278.9373203621609,276.22517437037305
25632,280.5911020869278,279.27973888036445,276.5689646388864
25633,280.9960116939813,279.68576182358197,276.97618524902686
25634,281.25253776850866,279.9429687626313,277.2340675935781
25635,281.5009504079801,280.19233456656224,277.4843089650385
25636,281.64597538004966,280.33852103785483,277.631226698304
25637,281.7302996842835,280.42433828560564,277.7177975673211
25638,281.7790638322259,280.47489536701363,277.7691581465867
25639,281.71847343515225,280.4163006422457,277.7111845110818
25640,281.58263786711956,280.28280555374323,277.5783009339267
25641,281.45549170364234,280.15833471643236,277.45462428889135
25642,281.31982978594715,280.02545374188264,277.32254942429336
25643,281.206529192559,279.91496249513125,277.21293290350906
25644,281.1005129923113,279.8116488165642,277.1104703832007
25645,280.989482968668,279.70328768503424,277.00294591025096
25646,280.8894058521673,279.6058921121838,276.9064293771055
25647,280.77724691556955,279.49639819195573,276.79777036022733
25648,280.67892463164577,279.400760257209,276.70300788804974
25649,280.6004540443399,279.324937877645,276.62808641880673
25650,280.5056383910282,279.2326718281622,276.53662411636543
25651,280.45688622433426,279.1864421348011,276.49133955016765
25652,280.4040561757136,279.1359453556871,276.44171420266923
25653,280.3587630177715,279.09283638946096,276.3994837772774
25654,280.2893627478396,279.02548615761106,276.33294806696716
25655,280.4936963262006,279.23184813098294,276.54088853497046
25656,280.8614571526038,279.60090498794216,276.9115650046784
25657,281.13368053522714,279.87365517632793,277.18534243685906
25658,281.42428491483963,280.16477928494646,277.47762344079473
25659,281.6610999588954,280.4021926939874,277.71611942307663
25660,281.82109569424426,280.562991250545,277.8779211572856
25661,281.9260775787309,280.6690994294504,277.9850537742181
25662,281.91155452223745,280.65602584584957,277.97284983178116
25663,281.78619664120663,280.53259099226995,277.8502207689336
25664,281.6275240012307,280.3763679612725,277.6949270820652
25665,281.4959937069969,280.24762207078646,277.56725628506837
25666,281.392127676714,280.1466326740557,277.46735189992006
25667,281.33189670112245,280.0892665029197,277.41111066461707
25668,281.29269776172066,280.05287300926796,277.3758053340981
25669,281.27885238811126,280.04180249939265,277.3658338718395
25670,281.27700263730975,280.0426948632081,277.36781769599713
25671,281.2760140741007,280.0444292871222,277.3706352379105
25672,281.2636659679645,280.03479005410907,277.36205229434523
25673,281.2242797579948,279.9981312645053,277.326419764431
25674,281.15931231251915,279.93597488435984,277.26531875026745
25675,281.0927759837823,279.87232735755225,277.20282544941836
25676,281.0431809808998,279.8255673602901,277.15731165878856
25677,280.9850820793711,279.7700893547961,277.1030492821939
25678,280.93598912998465,279.7234721551101,277.0577333814783
25679,281.01418400137,279.80413085177423,277.1401303604351
25680,281.18242057913756,279.97413092698037,277.31185926203017
25681,281.43513934829076,280.2282041313403,277.56776622227693
25682,281.72088433195853,280.51495505901465,277.85634477446354
25683,281.9774825262737,280.7723574268355,278.1154871066604
25684,282.1628964689336,280.9586038284924,278.30339698801583
25685,282.25290382573513,281.0496715025618,278.3960827230746
25686,282.22915971004386,281.02734761552534,278.37533624511167
25687,282.0913417100446,280.89140034636733,278.24094985167756
25688,281.9194219175871,280.721824032328,278.07310171484045
25689,281.7510788972713,280.55609150693886,277.9092325706057
25690,281.6000416862038,280.40773389261375,277.76281085771666
25691,281.4437468332173,280.2540916078672,277.61108329390805
25692,281.30720234809365,280.1202103274814,277.4791848122611
25693,281.1973351539355,280.0129854804315,277.37400518442735
25694,281.10823470879336,279.92646791400625,277.2895598051162
25695,280.9648038582365,279.78556010796876,277.1505728085392
25696,280.78630113274824,279.6097085240656,276.9766411131616
25697,280.66768548792226,279.4938748172201,276.86297297328497
25698,280.57917321034614,279.4080065685499,276.7793014720121
25699,280.5483138867741,279.37967278051224,276.75328693897995
25700,280.49392541595824,279.3274300590763,276.70316379156225
25701,280.4113848166991,279.2469151590442,276.62478454211407
25702,280.3751240219216,279.21268867275415,276.59290969017786
25703,280.6672558721585,279.50668333106927,276.8900626286892
25704,281.1649580090103,280.005287576694,277.391848176781
25705,281.6561529743531,280.4964342515833,277.88572280281915
25706,282.03493421563707,280.8749037304793,278.2665998883662
25707,282.3042350871714,281.14420123174233,278.5382617469697
25708,282.45600633299756,281.2964461102327,278.69285198274986
25709,282.5724940338529,281.4139034854088,278.8128056899203
25710,282.58376074038176,281.42648257812965,278.8277463446667
25711,282.50520451056565,281.34965117710937,278.7532242410459
25712,282.3837692996592,281.2303110359656,278.6362369499374
25713,282.2901637334643,281.1392162538099,278.5477056415861
25714,282.23039911442817,281.0820260301658,278.49310719504723
25715,282.1343119470071,280.9883075544884,278.4017483020057
25716,281.96581051397055,280.8222844242517,278.23796660885057
25717,281.76707608101805,280.62633084159927,278.0443198727747
25718,281.57430023030037,280.4365184236668,277.85687161731533
25719,281.42100338931925,280.2862293158779,277.7090202538549
25720,281.260219857193,280.1283923861372,277.553530731745
25721,281.20412863407415,280.07523470331694,277.5029555859513
25722,281.18421659104365,280.0580039951701,277.4882543359317
25723,281.3134339559836,280.1896792717162,277.62273179428223
25724,281.37889174222727,280.2571604121479,277.692661095147
25725,281.43255584892484,280.3128180487752,277.75080224603465
25726,281.4656879820781,280.3480175256209,277.7885128924375
25727,281.5518201716532,280.43627474409703,277.87947682095205
25728,281.62550979288676,280.51196590055247,277.9578083146796
25729,281.6867226427727,280.5751339446095,278.02360737149246
25730,281.7610283753622,280.6514095056562,278.1025936538771
25731,281.82405433956137,280.71637928100006,278.1702663845397
25732,281.8974826854041,280.79175734399666,278.24840895293556
25733,281.9252628294688,280.8214802492156,278.2808117604676
25734,281.90190727421367,280.8001971318884,278.26218256022855
25735,281.80087023178777,280.70145805290565,278.166044813291
25736,281.72281314036394,280.62601080925674,278.0934260905355
25737,281.68313103712745,280.58907228527033,278.059449434545
25738,281.66311275192385,280.57165672911924,278.0449590118825
25739,281.63927191971686,280.5502813777649,278.02646141690894
25740,281.60777985430525,280.5213155368094,278.00044372064616
25741,281.57191157201044,280.48806015942824,277.9702122154523
25742,281.4688303929696,280.38766086073326,277.8727790109024
25743,281.39933824402334,280.32100341825816,277.80930008210026
25744,281.3126034664157,280.23707408351527,277.7285484809529
25745,281.29529399243864,280.22253686253293,277.71741726304003
25746,281.24034602382477,280.17014025928535,277.66827341052044
25747,281.1972760950514,280.1295968879636,277.63111315246385
25748,281.14937832904735,280.0841519760665,277.5891009273976
25749,281.1009307538151,280.03805211376414,277.5464861968889
25750,281.0742498321797,280.01355833131595,277.52559461523737
25751,281.17374317698375,280.1150624543953,277.63101271394373
25752,281.3291331679819,280.2720312842103,277.79188276385344
25753,281.4637472917765,280.40787624293046,277.9314874069921
25754,281.6125192174368,280.55780451311745,278.0852465746866
25755,281.79352175188666,280.7399305537494,278.271297953622
25756,281.9145761857182,280.8620377429614,278.3971708941894
25757,281.9825824950509,280.9312247107409,278.47008764789064
25758,281.9769448883427,280.9269883714661,278.4695305615232
25759,281.80667048767106,280.7584186178627,278.304413624776
25760,281.6630436407815,280.617014507128,278.16679873120904
25761,281.511992985698,280.4683355318604,278.02190062707115
25762,281.3587653045446,280.31748059390236,277.8748128421564
25763,281.2136413357519,280.1747273520148,277.7358551355527
25764,281.0723828480956,280.0358197003217,277.6007532397756
25765,280.9282300903029,279.89399575579836,277.4627313800142
25766,280.81358426595006,279.78166337648764,277.35428092717126
25767,280.68750873387313,279.6578195261523,277.2342673042623
25768,280.57717905115726,279.5496894795088,277.1300185632826
25769,280.501699084564,279.47638616992333,277.06069095762956
25770,280.435570577081,279.41223064438634,277.0004584051659
25771,280.4149754863807,279.3934870808052,276.9857434986739
25772,280.38253769644274,279.36258027379307,276.9587623232863
25773,280.3629177749409,279.3443588182979,276.9445145516341
25774,280.32726771590944,279.3099713731148,276.9140654866085
