% Model,case4_base_model_solved_Q_1.3.mph
% Version,COMSOL 6.0.0.405
% Date,"May 2 2024, 18:54"
% Table,Table - T_out - 
% Time (h),"T_out (K), Probe_T_out - HE - 15m","T_out (K), Probe_T_out - HE - 30m","T_out (K), Probe_T_out - HE - 45m"
1362,277.99269260616416,277.9427885254705,277.9297509279523
1363,277.88417046595356,277.83517721915285,277.82218896815016
1364,277.79451129231813,277.7462357356495,277.73333636337
1365,277.7239459623153,277.67617028241597,277.6633925173216
1366,277.77040527681,277.7228693074985,277.7103305742433
1367,277.9488142311186,277.9011753077462,277.88893011175503
1368,278.2805176382086,278.2323723295565,278.2204831774896
1369,278.67818446293217,278.62919899284515,278.617716822363
1370,279.04719889555156,278.9971851841985,278.9862136735344
1371,279.34986072511873,279.2988955268511,279.2884633065518
1372,279.5823983438359,279.53065518186867,279.52072694143584
1373,279.72455786441174,279.67227080959594,279.66275368432997
1374,279.7946387460292,279.74204017427746,279.73286371552166
1375,279.672354211569,279.6198076467104,279.6107990693356
1376,279.4405217966214,279.3883739776291,279.3794244327627
1377,279.201771166861,279.1502552544927,279.14132020277503
1378,278.97546758874313,278.9247300602011,278.9157447773442
1379,278.7545889965343,278.7047278322109,278.69563635624195
1380,278.5390887842856,278.4901687156954,278.48095637576
1381,278.3364272377966,278.28847948846766,278.27915995687175
1382,278.18175568274336,278.13477009634704,278.1253983281084
1383,278.07953021276705,278.03344386244646,278.02406254292
1384,278.00400523008364,277.9587350300779,277.94938999
1385,277.91510641616054,277.8705801576705,277.86129405203525
1386,277.7771921612089,277.7333570935991,277.724131473908
1387,277.5789988515043,277.5358037200685,277.52663056447886
1388,277.39396274879886,277.35127142866804,277.34218275171827
1389,277.2404262200317,277.19804000627244,277.1890483925472
1390,277.3558975596162,277.31335920629346,277.30463793494584
1391,277.7623556911064,277.719088468922,277.7107833704118
1392,278.2599649823899,278.21563929336986,278.20774470006825
1393,278.69520117158123,278.6495994572239,278.6420677604387
1394,279.052937602187,279.0059408326899,278.99895616685075
1395,279.3423966390276,279.29409744115685,279.2877766058404
1396,279.5706589926302,279.52129477245023,279.5155307754189
1397,279.7114174356547,279.6612483018043,279.6558631235763
1398,279.7844560927461,279.7336947991295,279.7286270878838
1399,279.71500950155274,279.663944862066,279.65907580393093
1400,279.51105549879543,279.460037188924,279.455251601883
1401,279.2571992595745,279.20653541054475,279.20178527791046
1402,279.0107256252801,278.96063587823306,278.95582048474904
1403,278.79450693100927,278.7451175284086,278.7400841196804
1404,278.5867587616313,278.53812875585663,278.53285294718233
1405,278.47471290670666,278.42680575570853,278.4213628190089
1406,278.38938879102204,278.3421856084858,278.3365864338476
1407,278.30444871861874,278.25794282245323,278.2521988886587
1408,278.1977812564959,278.15197308511466,278.1461014954168
1409,278.06706085011075,278.02194061328447,278.01595731712297
1410,277.9126077852166,277.8681449264458,277.8620549526175
1411,277.7052849793244,277.6614525647808,277.6552307993082
1412,277.56139216481796,277.51803832893506,277.511746347273
1413,277.4589997006393,277.415931358251,277.4095859549056
1414,277.5747264656858,277.53155287668574,277.52530203305236
1415,277.8520036569669,277.80830376344653,277.8022329162386
1416,278.19197290875815,278.1474133335991,278.1415669099682
1417,278.56254116700563,278.5168705913221,278.51132853316835
1418,278.91847388435843,278.87154506047904,278.86636580715674
1419,279.20798820123025,279.15977163851693,279.1549470693427
1420,279.4268022713717,279.3773209400023,279.3728841055107
1421,279.57795055964345,279.52727818632314,279.5231904663557
1422,279.63701528315244,279.58528629677875,279.5814827825951
1423,279.5069765962884,279.4544627007079,279.4508155584341
1424,279.2960627228765,279.24302737205534,279.2395069710848
1425,279.07321984597587,279.0198408269256,279.0164180946478
1426,278.865685802657,278.81205111806025,278.80869825341154
1427,278.68615370004653,278.6323809027379,278.6290483567021
1428,278.5646399959958,278.51078925203353,278.5074839891054
1429,278.5301756077752,278.47626397425773,278.4730096673528
1430,278.52657845510623,278.4726483426655,278.46942262118483
1431,278.50715259475703,278.45328320343503,278.45005017076534
1432,278.46079409405434,278.4070711665559,278.40380481130427
1433,278.36942001330215,278.31592625012615,278.3125833271167
1434,278.26832736171644,278.2151132501574,278.2116928891591
1435,278.17952205502985,278.1265841927895,278.1230638376365
1436,278.09412612574835,278.0414086267749,278.0377247251848
1437,278.00717326497784,277.95456640231066,277.95069962529305
1438,278.0955361872451,278.04275027670695,278.03889947048407
1439,278.3489048610116,278.29557684436895,278.2918037101523
1440,278.6658210402678,278.6116237867719,278.6078731607332
1441,278.98244132918177,278.92709247505906,278.9234731756676
1442,279.2755161162228,279.21883587700387,279.2155302850951
1443,279.5199941895545,279.4619318069794,279.45897083268727
1444,279.6997528858193,279.64028053590005,279.63758078326003
1445,279.79554954613826,279.73468299776704,279.73216551284355
1446,279.8023222403492,279.740134852293,279.7377325299976
1447,279.69594283698734,279.6325977069921,279.6302154709436
1448,279.46558674994395,279.4013402827011,279.3988628019355
1449,279.2425803942111,279.17758220806803,279.17499016353594
1450,279.044901014135,278.9792253580507,278.9764814587919
1451,278.85300292844414,278.786802877421,278.78380755026967
1452,278.67276351759574,278.606143671677,278.6028849841838
1453,278.48770272544994,278.42079996570567,278.41724746412353
1454,278.33325200107976,278.2661495706264,278.262311739498
1455,278.190874051933,278.12367065152034,278.11951557446866
1456,278.0434130329492,277.9762322763929,277.9717203596837
1457,277.9087798936928,277.8416500625013,277.8367906224163
1458,277.78794905271775,277.7208358097697,277.7156359697274
1459,277.6996802528105,277.63247764672843,277.62695874158175
1460,277.61131106150145,277.5438940624826,277.5380575878088
1461,277.5318937195295,277.46409690530896,277.4579678142192
1462,277.6550066606454,277.586471700268,277.58022069940637
1463,278.0409462353635,277.971214558476,277.96498310976204
1464,278.6412306995491,278.5697952873343,278.5637102890798
1465,279.1931141818892,279.11984114841624,279.1138319293515
1466,279.6460594414135,279.57080714921733,279.5649108238661
1467,280.01949258012246,279.9425461229103,279.93698914743646
1468,280.30493578561106,280.22566516390674,280.220288067649
1469,280.4771209459696,280.3957519014791,280.39046773479004
1470,280.5815229448306,280.4982117041269,280.49296485924873
1471,280.53466027370615,280.4495458664259,280.4442303978401
1472,280.364309362053,280.27752099682726,280.2720637362411
1473,280.1564076251725,280.0680316662326,280.06238949989387
1474,279.9619047429845,279.87196872987283,279.866117003584
1475,279.76168444992334,279.6702375105932,279.66410097691903
1476,279.57585855607414,279.4829569925586,279.47651219024294
1477,279.41697335631176,279.32273136905434,279.31598655900706
1478,279.2783069309389,279.182836242939,279.1757923335644
1479,279.15983687665727,279.0632174252076,279.05587840092653
1480,279.2075006406352,279.10965583365174,279.1021353546004
1481,279.20277594579346,279.1037341734803,279.09595745368887
1482,279.19457712665786,279.09434114860704,279.0863309895815
1483,279.1900634259458,279.0885971050336,279.080392910213
1484,279.19190589397203,279.08913357094656,279.0807502229061
1485,279.1983901447067,279.09419846452306,279.0856392897157
1486,279.2121571741806,279.1064001108723,279.0976729918286
1487,279.22908005371573,279.12163637857486,279.11274675821284
1488,279.2534447726958,279.14410615204565,279.1350665434557
1489,279.30568332889555,279.19426602275195,279.18510083671543
1490,279.35729625344317,279.24366408196505,279.2343698151888
1491,279.3998776168617,279.2839476901156,279.27452123509994
1492,279.4308081944894,279.31254392722644,279.3029819591176
1493,279.4504724420739,279.3298748892672,279.3201801575922
1494,279.4663700587673,279.34346854437837,279.3336354965746
1495,279.4829198189945,279.357806021796,279.3478149620818
1496,279.18688014584677,279.05993670813353,279.04954976769903
1497,278.88007561590155,278.751564466372,278.7408375192489
1498,278.57255872127877,278.44268119375533,278.43159128107095
1499,278.3210443770639,278.18991315091085,278.1784242535157
1500,278.1078950443799,277.9755836672246,277.9636612750386
1501,277.9062484832436,277.7728370787307,277.760463447634
1502,277.7120765903693,277.57762978973676,277.5648079267849
1503,277.5218390764977,277.38648032264285,277.3732223922893
1504,277.36063775366705,277.2244483246294,277.2107704953691
1505,277.23699752895243,277.10003091315633,277.0859443436546
1506,277.1012301914107,276.96356321144486,276.9490416587167
1507,276.9781318030399,276.83982435919614,276.8248774277329
1508,276.85492568904596,276.7160348719378,276.7006596759794
1509,276.75414171353606,276.61469816128215,276.5989037115191
1510,276.965107197887,276.8248665100728,276.8088647757509
1511,277.50986168576503,277.3684155973129,277.3523644126234
1512,278.0910739840929,277.94826943798125,277.932081806687
1513,278.6170225038838,278.4727342722789,278.4564028110626
1514,279.0524529766374,278.9066985315715,278.89043216998726
1515,279.39530211001414,279.24828278821406,279.23202987569186
1516,279.65016650108026,279.50209826083847,279.4857620748027
1517,279.7997586602019,279.65086950138425,279.6343370114479
1518,279.82407299842777,279.6746178356865,279.65777728240545
1519,279.62581442590556,279.4761636629462,279.4588277165454
1520,279.3754107356575,279.22584078167176,279.2079636908817
1521,279.163191297351,279.0138447036833,278.99540695609005
1522,278.97321961234763,278.82416889181707,278.8051224293042
1523,278.81235457749045,278.6636351023173,278.64391690510826
1524,278.7066192288872,278.558220170575,278.5378640881469
1525,278.62485063438186,278.47677588103215,278.45579847635855
1526,278.5194113571287,278.3717198045191,278.3500950677184
1527,278.40604070133327,278.2588077381643,278.23657074775076
1528,278.2560147171865,278.1093444912283,278.08648251448915
1529,278.0805057464468,277.93449330993576,277.91097446783107
1530,277.9446838165047,277.79931955100136,277.7751774939243
1531,277.8750772709435,277.7301984060049,277.70542028110714
1532,277.81425539885845,277.6696826404308,277.64426582260603
1533,277.7704255596175,277.62596515553867,277.5999391594401
1534,277.93910442292787,277.7943840646753,277.7679232626244
1535,278.2851037859589,278.1396926558169,278.1128894914114
1536,278.57337361369434,278.427021115759,278.3998092737848
1537,278.77514419503484,278.627708356184,278.60009735623186
1538,278.9089329941944,278.76032344412585,278.7323462050693
1539,279.0273017391253,278.8774274743581,278.8490991739785
1540,279.13156632568007,278.9803524022529,278.95164271054745
1541,279.14925823313547,278.9967252138721,278.9675477133125
1542,279.1469419230096,278.9931265055975,278.9634742651234
1543,279.0745195498915,278.91954531406617,278.88936253340563
1544,278.92376628061464,278.76784433032464,278.737068972015
1545,278.7610267604986,278.60432632425477,278.57295455254996
1546,278.64784438207755,278.4905006279141,278.45854893506015
1547,278.5337738326667,278.3759426397835,278.34337563266223
1548,278.4143554935674,278.2562068558179,278.22301158016205
1549,278.29101393408615,278.1327214776779,278.0989036875372
1550,278.1512248478958,277.9929665722773,277.95851974402933
1551,278.03182401957685,277.8737299854051,277.8386722116045
1552,277.92309994306845,277.76525916608875,277.7295899721461
1553,277.78901370775907,277.63149791616996,277.5951844931404
1554,277.67390913532387,277.5167417585929,277.47982250191757
1555,277.55300910910677,277.3961791705707,277.35864741689954
1556,277.42132453478,277.26473763761106,277.2265772957945
1557,277.30491702634856,277.14843857899024,277.10967656203843
1558,277.4782339654257,277.321465560517,277.28232576942696
1559,277.7483074936477,277.5908877431812,277.55137981173624
1560,277.9968740657939,277.8385737970575,277.79868312625575
1561,278.17944466240516,278.02015056647264,277.979909378627
1562,278.30269068215654,278.14236044387565,278.1018011714828
1563,278.4107600364485,278.24935514989534,278.20849678359025
1564,278.4899429666346,278.3274351181224,278.2862463536169
1565,278.5333023179142,278.3696685953434,278.32811113147415
1566,278.53708645033447,278.3723092264357,278.33035233177765
1567,278.5169660521287,278.3510191797463,278.30864697225377
1568,278.41062721986515,278.24354032319945,278.20067156030956
1569,278.2836987838308,278.11546780159523,278.0721316000618
1570,278.1904503459869,278.0210156642458,277.977206105129
1571,278.076693336295,277.90601336674905,277.86168555729165
1572,277.9784831506379,277.80649917108775,277.7616643569014
1573,277.8468645323256,277.67355553226685,277.62819207914816
1574,277.77239538722426,277.59768321700705,277.5518460823218
1575,277.71825181228775,277.54205527613107,277.49574994431833
1576,277.65927680347596,277.4815252087804,277.43474373688946
1577,277.5956115183999,277.4162501082418,277.3690074172038
1578,277.58002628241417,277.39894138719137,277.3512908059698
1579,277.6298583496427,277.44694007181613,277.39893149895147
1580,277.6433639505156,277.45850933566186,277.4100858882326
1581,277.6527692051169,277.46590561005917,277.4171097588205
1582,277.7250238016562,277.53600845298763,277.48691982167423
1583,277.8458933194232,277.65453132356765,277.60517708306287
1584,278.0180318412121,277.8241402970382,277.7745516531865
1585,278.1762560589144,277.9796378175497,277.9297799468434
1586,278.339403567407,278.1398481069468,278.08977249792963
1587,278.46742582163046,278.26478635126875,278.2145064367022
1588,278.59263009000836,278.3868198955702,278.33634596869246
1589,278.69038410953124,278.48140283694465,278.4306877152115
1590,278.7208687197962,278.5088178968799,278.4578018141183
1591,278.7043318795695,278.48936095974693,278.4380184053678
1592,278.58059457619044,278.3629454728977,278.311195592581
1593,278.41255118729623,278.19247717811123,278.14028945662295
1594,278.2291160006179,278.0068076859017,277.9541655565818
1595,278.07613692069464,277.85177977629934,277.7986760393114
1596,277.9154208917805,277.68922399696055,277.6355808506787
1597,277.8281525724563,277.60036850612397,277.5462314559946
1598,277.7848113579159,277.55563994221,277.50102250049844
1599,277.74138916749547,277.5110733144425,277.45593723587183
1600,277.69771311318254,277.46645097631193,277.41077086316056
1601,277.6423984353565,277.4104317364393,277.3541709518562
1602,277.58214328908724,277.3497273617952,277.292828475288
1603,277.5042805053764,277.2716848177834,277.2140155396835
1604,277.43229761430933,277.19962125504054,277.1410994293277
1605,277.3525441377687,277.11981126173674,277.0603508312055
1606,277.42702545580596,277.19412395857574,277.13381941603996
1607,277.6129220724987,277.3796494855941,277.31843990119825
1608,277.8330084981901,277.59915995466304,277.53692730699896
1609,278.1070415337261,277.87241200063653,277.8092517786676
1610,278.3509374220821,278.11549332657285,278.05141898744773
1611,278.61308281635115,278.37689714283795,278.311900809387
1612,278.8526016985001,278.6158074607763,278.5498412994601
1613,279.0480158661647,278.81079012762535,278.7438038294621
1614,279.15668553695986,278.9192109228406,278.8511221257812
1615,279.1354288259253,278.89805086302044,278.8288029998051
1616,278.9803605626934,278.7434185215507,278.67290155635004
1617,278.8570459857964,278.620755928402,278.54898954508263
1618,278.6952736606952,278.45983257144906,278.38674211923995
1619,278.5536421914765,278.31918623216774,278.24476476248844
1620,278.4746754178353,278.2412527348624,278.1655530576071
1621,278.42205913398976,278.18971102267864,278.1127120333855
1622,278.38231159486116,278.15107906278365,278.0727897144776
1623,278.3221432285812,278.09208625444467,278.01255259839553
1624,278.26027612581504,278.03146121966745,277.95073902176097
1625,278.1758941929059,277.9483751593706,277.8664455065783
1626,278.0784542268022,277.8521716916117,277.7690539205247
1627,277.98774624551254,277.7625455140139,277.6782588195876
1628,277.90225242275443,277.67790709243025,277.59246422221224
1629,277.84184977326134,277.618072198387,277.53150408851496
1630,277.8901929601442,277.66659887445337,277.5790010297688
1631,277.96575976480216,277.7419940944426,277.65337876540525
1632,278.0790839608863,277.85482651312356,277.7652428425082
1633,278.22657769847734,278.0015620876001,277.9110691957163
1634,278.33160451701866,278.10569331829123,278.0142839189212
1635,278.3216172493021,278.0948310828125,278.00245472425075
1636,278.21757212857,277.9900230323776,277.89665853398435
1637,278.08199545979136,277.8538112487675,277.75946155480466
1638,277.980600741058,277.7518697646302,277.65655117000165
1639,277.87077899604503,277.6416043594162,277.5452799851343
1640,277.74061541016596,277.5111370625458,277.41378794371127
1641,277.61826118810956,277.38859205702306,277.2902475605625
1642,277.5159227920322,277.28617862749513,277.1868657892316
1643,277.4440014675249,277.2142874430337,277.11403503831417
1644,277.3836967758974,277.1540954164174,277.0529142556336
1645,277.3441803229778,277.11482001965567,277.01274438880034
1646,277.3188510618457,277.08982601786016,276.98688709576425
1647,277.3044609777074,277.07584630152604,276.97206790809753
1648,277.2952243877921,277.06706884562175,276.9624683609092
1649,277.2925360768828,277.06484998721737,276.959446008688
1650,277.2911084689938,277.0638638985724,276.95766906724964
1651,277.30635781422757,277.0795054165042,276.9725454917859
1652,277.3091495709233,277.08257200137626,276.97484151805224
1653,277.30614216409873,277.07972094671277,276.97123599683425
1654,277.3289269781929,277.1025081741528,276.993310522648
1655,277.4337148485647,277.2070820955477,277.09724545750254
1656,277.57705853418236,277.35000080660205,277.2395484305234
1657,277.68543477236767,277.45781254901146,277.3467282259382
1658,277.7797769673465,277.55148018692876,277.43979626247096
1659,277.8377071806435,277.60866358066596,277.49638207526095
1660,277.924296284319,277.6943982897328,277.5815598893435
1661,277.94901894621916,277.7182085383772,277.60475627232216
1662,277.95708302485434,277.7252995393302,277.6112344636313
1663,277.93228672567756,277.6994994864006,277.58480460890513
1664,277.8693221170966,277.63555154267476,277.52019900119944
1665,277.7940567026991,277.55936083711447,277.4433458609102
1666,277.753627531984,277.5180611553876,277.4014063132083
1667,277.7080890049234,277.4717670153031,277.3544513767141
1668,277.6503257594056,277.4133519457958,277.2953626276375
1669,277.6070116042344,277.3695183432316,277.2508920502453
1670,277.581800559765,277.34393626499184,277.22468830295657
1671,277.52970530153095,277.291641229528,277.1717193437413
1672,277.4960321100798,277.2578995667117,277.1373503600123
1673,277.4377515731217,277.19965811747795,277.07846722812235
1674,277.4442778730568,277.20623419128583,277.08446728594686
1675,277.5196092330103,277.28150929206714,277.1591948958468
1676,277.5708929620571,277.332526963667,277.20961702226583
1677,277.6055583011923,277.36676283339955,277.2433130040659
1678,277.7098360282446,277.47039375089963,277.3465170379449
1679,277.869649402908,277.6293274549698,277.5050728017381
1680,278.0108101127482,277.7694322007262,277.64478461360085
1681,278.1883283372866,277.94574623798786,277.8207669880852
1682,278.28362977902566,278.0397557082364,277.9143814169059
1683,278.2864723304568,278.0412748605721,277.91550983927897
1684,278.2673545655588,278.02081652308846,277.89466909215844
1685,278.2183973670088,277.97050339521667,277.8439358489159
1686,278.19599989894755,277.94668725829786,277.8197059768982
1687,278.2543308756365,278.0034662494045,277.8761188361234
1688,278.19603048964126,277.9436005896338,277.8157664880955
1689,278.12026285886964,277.866241132407,277.73794712825924
1690,278.0639222860427,277.8082312734595,277.6795159138614
1691,278.0093334307718,277.7518748488705,277.6227223436854
1692,277.97718436415465,277.71782971083496,277.58824603839145
1693,277.9396623030597,277.6782943454519,277.54826946879933
1694,277.88709096581806,277.62361745653703,277.4931441838466
1695,277.8469884345505,277.5813132267424,277.4504116684176
1696,277.8178517475716,277.5498738039787,277.41855175686703
1697,277.78744067169885,277.5170870636471,277.38533733064384
1698,277.76360369772357,277.49077335313603,277.358609935733
1699,277.7536046953707,277.47812331258024,277.34556466411306
1700,277.7389516818518,277.46066703222175,277.3277158405714
1701,277.7579087058742,277.47663401344613,277.3433306014364
1702,277.8893850705944,277.6048519977807,277.47129291428587
1703,278.08054521785124,277.7924844796872,277.6587001754752
1704,278.23760255797094,277.94583061981183,277.8117972654311
1705,278.38647380658097,278.0908488889246,277.9566060921099
1706,278.5501548186086,278.25057158384806,278.1161699185972
1707,278.73343542746875,278.4297881698489,278.29524428322514
1708,278.90055678846016,278.59276019844293,278.458031663337
1709,278.9918225567738,278.6798418809986,278.54489758164357
1710,279.02842798739465,278.71230068150845,278.5771258870739
1711,279.01253117496924,278.6923271468273,278.55688742272326
1712,278.88140487238155,278.5572601052155,278.42145472982145
1713,278.707998759698,278.3800456494498,278.2438501439714
1714,278.558207509395,278.2264955893189,278.0899146276887
1715,278.418476047215,278.08302849725254,277.946034339591
1716,278.3179433529441,277.9787499948809,277.84135973139627
1717,278.2036440261063,277.8607128760401,277.7229039252104
1718,278.06560979864355,277.718966960727,277.5807347619623
1719,277.90891159532686,277.55857595421753,277.41991927377234
1720,277.7233055560882,277.36929654954946,277.2301975883967
1721,277.5616292424491,277.20392191215353,277.06440541627904
1722,277.44818834038534,277.08670571413785,276.9468014449315
1723,277.3439997059406,276.978657111772,276.83835647329306
1724,277.2491278084882,276.8798351894724,276.73915141615856
1725,277.2217533953144,276.8484047077284,276.70741966454733
1726,277.35372958533475,276.97611782624074,276.8349643077224
1727,277.6638569021168,277.2815652863709,277.1402980250583
1728,278.14035230176944,277.7529891107115,277.6117620931846
1729,278.61936939445854,278.22667419486186,278.08550891147326
1730,279.0682267183547,278.6700735734451,278.52900323594963
1731,279.4733492348815,279.06971170685785,278.9287621955217
1732,279.81878721849654,279.4096821516372,279.2687988073867
1733,280.07756848883434,279.66378157025486,279.5229162414785
1734,280.23032713607597,279.8114357666984,279.67054978470526
1735,280.1802863545066,279.7565767557962,279.61544406153666
1736,280.0318773524024,279.60366939745825,279.4623139584961
1737,279.8526905910742,279.42042565908463,279.2788115005911
1738,279.5894546915105,279.15355246590207,279.0114337085205
1739,279.32223176562997,278.88295973743146,278.7402957260826
1740,279.07211874121856,278.62963723795633,278.4864778201741
1741,278.84315137908465,278.3976268534605,278.25395384632435
1742,278.6507318572945,278.2024142382488,278.0582214725384
1743,278.5147607600084,278.0638091777333,277.9191521619436
1744,278.4076718163387,277.9542084892109,277.8091092369096
1745,278.3502424004284,277.8943244672462,277.7488275868145
1746,278.29794801177974,277.83958311743453,277.69369507737275
1747,278.2499835622582,277.78915728648445,277.6428897288342
1748,278.1966125951272,277.7332247971192,277.58659480434403
1749,278.1805154669272,277.7144169343779,277.56746176038433
1750,278.44069666034284,277.97154809439996,277.8244886693698
1751,278.8613900272092,278.3887849819865,278.2416793191756
1752,279.2673590446864,278.7910133353659,278.64382285270534
1753,279.51069124027566,279.03052246597207,278.8831863844462
1754,279.78971832690553,279.305671659161,279.1583265119076
1755,280.0831131060287,279.59515010266574,279.44779978335157
1756,280.314606851523,279.82283983727274,279.67516161223466
1757,280.5210232745481,280.02559477674635,279.87796909029674
1758,280.67898539734574,280.1799478688962,280.0321962787583
1759,280.77334164923633,280.2708355443705,280.12287010864475
1760,280.6991966937041,280.19350530021785,280.04520330012826
1761,280.52505298631723,280.0164786200487,279.86777945276384
1762,280.2737512103496,279.7626254858331,279.6134704936224
1763,280.01786526421523,279.5044643334898,279.3548123349682
1764,279.78273192174845,279.2672355885801,279.11707074932673
1765,279.5854290476527,279.068039222767,278.9173180622741
1766,279.39016232275196,278.87102643634927,278.71973782889194
1767,279.19590355271845,278.6751565039357,278.5233103875767
1768,279.00993749242815,278.4876881282775,278.33530280900544
1769,278.85713099678725,278.3334364402672,278.1805442632532
1770,278.7157850270257,278.1906578563783,278.0372640694377
1771,278.6907723945425,278.1641597635888,278.0103863088581
1772,278.6297926487522,278.1015676731774,277.94732004963555
1773,278.61793141791327,278.0879702534293,277.9333353080517
1774,278.9630150233704,278.4309827210861,278.27628781048435
1775,279.58042608231773,279.0458559223292,278.89124135086035
1776,280.217230091951,279.679753616858,279.5251736914204
1777,280.7031866190017,280.16295669924244,280.00856367100045
1778,280.89194088797296,280.3476188059711,280.19200247192515
1779,281.0014170859483,280.4550623937675,280.29996582656446
1780,281.0851623589739,280.5365068982773,280.3816005128641
1781,281.15616802426325,280.6049554447367,280.44991302777254
1782,281.21906228520544,280.66521130657713,280.509906136476
1783,281.2729374133695,280.716474680954,280.5609082879592
1784,281.321373973411,280.76230465378126,280.6064612178608
1785,281.3658373562061,280.8041931191537,280.6480585163679
1786,281.40687330774665,280.8427253645335,280.6862895330994
1787,281.30391282018,280.73744362708317,280.5805845118442
1788,281.06769342806393,280.4991856030316,280.3418251579454
1789,280.8094749422075,280.2391418865838,280.0812898017415
1790,280.5569735272813,279.9850094242557,279.82664014996084
1791,280.31898134314946,279.7455136276185,279.58658371465174
1792,280.0937421201139,279.5188595688857,279.35934781506916
1793,279.8983898783221,279.32213604117936,279.1620588527542
1794,279.7417120929239,279.1640900900808,279.0034746701446
1795,279.6283631782104,279.04934063250863,278.888216803892
1796,279.52141046252956,278.94094598280316,278.77931461269253
1797,279.4856335966321,278.9036484654973,278.7415794791989
1798,279.87477130830035,279.2909474028032,279.12879196759843
1799,280.5562683300006,279.9701376510794,279.8080317835274
1800,281.1169061302916,280.5284940211328,280.36647361341727
1801,281.30766084045507,280.7166115833677,280.5538961320872
1802,281.41027212965497,280.81694726777556,280.65421533522624
1803,281.50535574248596,280.9098808024731,280.74707996793586
1804,281.72484805891673,281.1272530311798,280.96434456021177
1805,281.8935486787827,281.29385527282915,281.13069609808105
1806,281.959064694344,281.3575389646547,281.19402554262336
1807,281.887825899585,281.28466730077014,281.120672830435
1808,281.8068644446851,281.20240208408353,281.03805195284104
1809,281.81124366146395,281.20558603950656,281.0408755624466
1810,281.83236480989433,281.2256424918395,281.0605151337944
1811,281.8566049670034,281.2489822513884,281.0834181806037
1812,281.8808259231266,281.27248732242623,281.10649631357956
1813,281.9047613337571,281.29589567588687,281.12948649369343
1814,281.8771285962144,281.2679408178802,281.1010711093641
1815,281.7408361062169,281.1315196498845,280.96409013603903
1816,281.4396063938164,280.83041963444646,280.6623259803616
1817,281.1652190010515,280.5564135117233,280.38780733782005
1818,280.93874154726456,280.33040583382433,280.161241474326
1819,280.76529326991897,280.1573552508856,279.98749030059014
1820,280.5714342705634,279.9637192630222,279.79310429613423
1821,280.3994039086295,279.7917182759456,279.6205087536312
1822,280.2495030491767,279.6415893816749,279.46985635227776
1823,280.12866007733385,279.52030192827584,279.3480561184252
1824,280.11183842931916,279.5027779981172,279.33010570920425
1825,280.17818454035023,279.5681461758719,279.3951063557193
1826,280.19632805415455,279.5851201316133,279.41167088212626
1827,280.30248002594544,279.6899259458611,279.5161901276755
1828,280.28710918457654,279.67312508389654,279.49900716335543
1829,280.2059381065419,279.5905227915178,279.4160084293037
1830,280.1379385521707,279.52107419660825,279.34620321807955
1831,280.04374559745446,279.4254070775832,279.25013473817523
1832,279.93221187434307,279.3123679894059,279.1366622314453
1833,279.8139640844419,279.1925653675406,279.0164165425377
1834,279.6951556967013,279.07214422294305,278.8955473322073
1835,279.60563412032747,278.98094415371725,278.80391746704356
1836,279.4923050104463,278.8658972093542,278.68840131848884
1837,279.3956541412884,278.7675119533963,278.589575713668
1838,279.3140453465536,278.68415334026867,278.50579488339685
1839,279.22961435451384,278.5979803075703,278.41916812340537
1840,279.1634614215432,278.5301027675072,278.35085522740144
1841,279.0930883177031,278.45802791192534,278.2783407083615
1842,279.061373547899,278.4246415633825,278.24455323454146
1843,278.95274956010326,278.3144063980619,278.1337868720048
1844,278.8943094515876,278.2544202213841,278.0733806935619
1845,278.9181663069772,278.27670763809806,278.0952798054631
1846,278.9922959812145,278.3491956687289,278.1673661860824
1847,279.1255016806962,278.4806705135573,278.29846830210926
1848,279.2214302126541,278.5748312077784,278.3922177856717
1849,279.36908373421215,278.720715067247,278.5377546909051
1850,279.48973081326636,278.839637501435,278.6562953553983
1851,279.5951013302826,278.94338789551017,278.75964423062544
1852,279.6393534631664,278.9861828712306,278.80197911151834
1853,279.66491187029794,279.0104805337911,278.82579885850276
1854,279.6976732846055,279.0421745592895,278.85700111491025
1855,279.6523370077752,278.9960013336058,278.8102330525683
1856,279.5648555088334,278.90794226058614,278.7215351073801
1857,279.4373199781887,278.7800925332896,278.59299929263983
1858,279.31241228808915,278.6551185137945,278.46731559856846
1859,279.1627901270269,278.50566782286273,278.3170940470249
1860,279.01465873159054,278.3579358049496,278.168563772903
1861,278.89449939577827,278.23837163414635,278.04819796879013
1862,278.8024096600054,278.1470377246254,277.9560512389727
1863,278.7055713177393,278.051094158461,277.85925794144373
1864,278.6747606167208,278.02125842076964,277.8286127001783
1865,278.6331545628956,277.9806603629249,277.78715864980103
1866,278.57495154594494,277.9234798086776,277.7290865660915
1867,278.5180967017631,277.8676253683105,277.67232784699684
1868,278.4848597328963,277.8353243436369,277.6391132108866
1869,278.4583737386276,277.80968811940306,277.612523341025
1870,278.55282586592784,277.9048550229524,277.70680174967237
1871,278.77759589103374,278.13015629550654,277.9312587641147
1872,279.0125163373476,278.36548908950044,278.16567869672707
1873,279.1760986674132,278.52944390373966,278.3286226083806
1874,279.3157180051066,278.6695531957215,278.46778211636604
1875,279.35701070196984,278.7115516351354,278.5086829464546
1876,279.3749642385043,278.730458082858,278.5264081371715
1877,279.4321222868326,278.7887756719901,278.58350480479936
